Number,Movie,IMDB-link,Bechdel-Rating,Release-Year,Directors,Writers
1921,Girl in Progress  ,http://us.imdb.com/title/tt1817676/,3,2012,['Patricia Riggen'],['Hiram Martinez']
1922,Girl Vs. Monster ,http://us.imdb.com/title/tt2326087/,3,2012,['Stuart Gillard'],"['Annie DeYoung', 'Annie DeYoung']"
1923,Girls Und Panzer  ,http://us.imdb.com/title/tt2294076/,3,None,"['Mai Fuchigami', 'Ai Kayano', 'Mami Ozaki', 'See full cast & crew']",None
1924,Golden Winter ,http://us.imdb.com/title/tt2202750/,1,2012,['Sam Mendoti'],['Tom Seidman']
1925,Gone  ,http://us.imdb.com/title/tt1838544/,3,2012,['Heitor Dhalia'],['Allison Burnett']
1926,Good Vibrations  ,http://us.imdb.com/title/tt1920945/,3,2012,"[""Lisa Barros D'Sa"", 'Glenn Leyburn']","['Colin Carberry', 'Glenn Patterson']"
1927,Goodbye  ,http://us.imdb.com/title/tt1926992/,3,2011,['Mohammad Rasoulof'],['Mohammad Rasoulof']
1928,Grabbers  ,http://us.imdb.com/title/tt1525366/,3,2012,['Jon Wright'],['Kevin Lehane']
1929,Greetings from Tim Buckley  ,http://us.imdb.com/title/tt1823125/,2,2012,['Daniel Algrant'],"['Daniel Algrant', 'David Brendel']"
1930,The Grey  ,http://us.imdb.com/title/tt1601913/,0,2011,['Joe Carnahan'],"['Joe Carnahan', 'Ian Mackenzie Jeffers']"
1931,The Guilt Trip  ,http://us.imdb.com/title/tt1694020/,3,2012,['Anne Fletcher'],['Dan Fogelman']
1932,Gyo  ,http://us.imdb.com/title/tt1857718/,3,2012,['Takayuki Hirao'],"['Junji Ito', 'Takayuki Hirao']"
1933,Halo 4: Forward Unto Dawn  ,http://us.imdb.com/title/tt2262308/,3,None,"['Thom Green', 'Anna Popplewell', 'Enisha Brewster', 'See full cast & crew']",None
1934,Hannah Arendt ,http://us.imdb.com/title/tt1674773/,3,2012,['Margarethe von Trotta'],"['Pamela Katz', 'Margarethe von Trotta']"
1935,Hannibal  ,http://us.imdb.com/title/tt2243973/,3,None,['Bryan Fuller'],"['Hugh Dancy', 'Mads Mikkelsen', 'Caroline Dhavernas']"
1936,The Happy Caterpillars  ,http://us.imdb.com/title/tt2592512/,1,2012,['Tom Kennerly'],['Tom Kennerly']
1937,The Haunting of Whaley House  ,http://us.imdb.com/title/tt2396701/,3,2012,['Jose Prendes'],['Jose Prendes']
1938,Hemingway & Gellhorn  ,http://us.imdb.com/title/tt0423455/,2,2012,['Philip Kaufman'],"['Jerry Stahl', 'Barbara Turner']"
1939,Heruta sukeruta ,http://us.imdb.com/title/tt2147319/,3,2012,['Mika Ninagawa'],"['Kyôko Okazaki', 'Arisa Kaneko']"
1940,The History of Future Folk ,http://us.imdb.com/title/tt2245195/,2,2012,"['John Mitchell', 'Jeremy Kipp Walker']",['John Mitchell']
1941,Hit and Run  ,http://us.imdb.com/title/tt2097307/,3,2012,"['David Palmer', 'Dax Shepard']",['Dax Shepard']
1942,Hitchcock  ,http://us.imdb.com/title/tt0975645/,2,2012,['Sacha Gervasi'],"['John J. McLaughlin', 'Stephen Rebello']"
1943,The Hobbit: An Unexpected Journey  ,http://us.imdb.com/title/tt0903624/,0,2012,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens']"
1944,Holy Motors  ,http://us.imdb.com/title/tt2076220/,1,2012,['Leos Carax'],['Leos Carax']
1945,Hope Springs   ,http://us.imdb.com/title/tt1535438/,3,2012,['David Frankel'],['Vanessa Taylor']
1946,Hotel Transylvania  ,http://us.imdb.com/title/tt0837562/,3,2012,['Genndy Tartakovsky'],"['Peter Baynham', 'Robert Smigel']"
1947,House at the End of the Street  ,http://us.imdb.com/title/tt1582507/,3,2012,['Mark Tonderai'],"['David Loucka', 'Jonathan Mostow']"
1948,The Hunger Games   ,http://us.imdb.com/title/tt1392170/,3,2012,['Gary Ross'],"['Gary Ross', 'Suzanne Collins']"
1949,Hyde Park on Hudson  ,http://us.imdb.com/title/tt1477855/,2,2012,['Roger Michell'],['Richard Nelson']
1950,I Belong  ,http://us.imdb.com/title/tt2377396/,3,2012,['Dag Johan Haugerud'],['Dag Johan Haugerud']
1951,If I Were You  ,http://us.imdb.com/title/tt1587309/,3,2012,['Joan Carr-Wiggin'],['Joan Carr-Wiggin']
1952,Ill Manors  ,http://us.imdb.com/title/tt1760967/,3,2012,['Plan B'],['Plan B']
1953,The Impossible  ,http://us.imdb.com/title/tt1649419/,2,2012,['J.A. Bayona'],"['Sergio G. Sánchez', 'María Belón']"
1954,In The Dark Half  ,http://us.imdb.com/title/tt1764645/,3,2012,['Alastair Siddons'],['Lucy Catherine']
1955,Inch'Allah  ,http://us.imdb.com/title/tt2336960/,3,2012,['Anaïs Barbeau-Lavalette'],['Anaïs Barbeau-Lavalette']
1956,Interview with a Hitman  ,http://us.imdb.com/title/tt2061712/,1,2012,['Perry Bhandal'],['Perry Bhandal']
1957,Iron Sky  ,http://us.imdb.com/title/tt1034314/,3,2012,['Timo Vuorensola'],"['Jarmo Puskala', 'Johanna Sinisalo']"
1958,It's a Disaster  ,http://us.imdb.com/title/tt1995341/,3,2012,['Todd Berger'],['Todd Berger']
1959,Jack and Diane  ,http://us.imdb.com/title/tt0850677/,3,2012,['Bradley Rust Gray'],['Bradley Rust Gray']
1960,Jack Reacher  ,http://us.imdb.com/title/tt0790724/,1,2012,['Christopher McQuarrie'],"['Lee Child', 'Christopher McQuarrie']"
1961,Jackie  ,http://us.imdb.com/title/tt2108546/,3,2012,['Antoinette Beumer'],"['Marnie Blok', 'Karin van Holst Pellekaan']"
1962,Jagten  ,http://us.imdb.com/title/tt2106476/,2,2012,['Thomas Vinterberg'],"['Tobias Lindholm', 'Thomas Vinterberg']"
1963,Jayne Mansfield's Car  ,http://us.imdb.com/title/tt1781840/,3,2012,['Billy Bob Thornton'],"['Billy Bob Thornton', 'Tom Epperson']"
1964,John Carter  ,http://us.imdb.com/title/tt0401729/,3,2012,['Andrew Stanton'],"['Andrew Stanton', 'Mark Andrews']"
1965,John Dies at the End  ,http://us.imdb.com/title/tt1783732/,1,2012,['Don Coscarelli'],"['Don Coscarelli', 'David Wong']"
1966,Journey to the Christmas Star  ,http://us.imdb.com/title/tt2034761/,3,2012,['Nils Gaup'],['Kamilla Krogsveen']
1967,Kahaani  ,http://us.imdb.com/title/tt1821480/,3,2012,['Sujoy Ghosh'],"['Sujoy Ghosh', 'Sujoy Ghosh']"
1968,Kapringen  ,http://us.imdb.com/title/tt2216240/,1,2012,['Tobias Lindholm'],['Tobias Lindholm']
1969,The Key and the Frame  ,http://us.imdb.com/title/tt2601160/,3,2013,['Derek Power'],['Derek Power']
1970,Kill 'em All ,http://us.imdb.com/title/tt1928335/,1,2012,['Raimund Huber'],['Ken Miller']
1971,Killer Joe  ,http://us.imdb.com/title/tt1726669/,2,2011,['William Friedkin'],"['Tracy Letts', 'Tracy Letts']"
1972,Killing Them Softly  ,http://us.imdb.com/title/tt1764234/,0,2012,['Andrew Dominik'],"['Andrew Dominik', 'George V. Higgins']"
1973,Kiss of the Damned  ,http://us.imdb.com/title/tt1959438/,3,2012,['Xan Cassavetes'],['Xan Cassavetes']
1974,Klip  ,http://us.imdb.com/title/tt1900908/,3,2012,['Maja Milos'],['Maja Milos']
1975,Ko-ri-a  ,http://us.imdb.com/title/tt2328503/,3,2012,['Hyeon-seong Moon'],"['Yeong-ah Yoo', 'Sung-hui Kwon']"
1976,Kon-Tiki  ,http://us.imdb.com/title/tt1613750/,0,2012,"['Joachim Rønning', 'Espen Sandberg']",['Petter Skavlan']
1977,L'enfant d'en haut  ,http://us.imdb.com/title/tt2062969/,2,2012,['Ursula Meier'],"['Antoine Jaccoud', 'Ursula Meier']"
1978,La cinquieme saison ,http://us.imdb.com/title/tt2298820/,3,2012,"['Peter Brosens', 'Jessica Woodworth']","['Peter Brosens', 'Jessica Woodworth']"
1979,Lake Effects  ,http://us.imdb.com/title/tt1699498/,3,2012,['Michael McKay'],"['Scott Winters', 'Michael McKay']"
1980,Lawless  ,http://us.imdb.com/title/tt1212450/,1,2012,['John Hillcoat'],"['Nick Cave', 'Matt Bondurant']"
1981,Le grand soir ,http://us.imdb.com/title/tt2008562/,1,2012,"['Benoît Delépine', 'Gustave Kervern']","['Benoît Poelvoorde', 'Albert Dupontel', 'Brigitte Fontaine']"
1982,Le prenom  ,http://us.imdb.com/title/tt2179121/,3,2012,"['Alexandre de La Patellière', 'Matthieu Delaporte']","['Matthieu Delaporte', 'Alexandre de La Patellière']"
1983,Les Miserables  ,http://us.imdb.com/title/tt1707386/,3,2012,['Tom Hooper'],"['William Nicholson', 'Alain Boublil']"
1984,Liberal Arts  ,http://us.imdb.com/title/tt1872818/,1,2012,['Josh Radnor'],['Josh Radnor']
1985,Life of Pi  ,http://us.imdb.com/title/tt0454876/,1,2012,['Ang Lee'],"['Yann Martel', 'David Magee']"
1986,Lincoln  ,http://us.imdb.com/title/tt0443272/,3,2012,['Steven Spielberg'],"['Tony Kushner', 'Doris Kearns Goodwin']"
1987,The Lizzie Bennet Diaries  ,http://us.imdb.com/title/tt2392261/,3,None,"['Ashley Clements', 'Julia Cho', 'Laura Spencer', 'See full cast & crew']",None
1988,Lola Versus ,http://us.imdb.com/title/tt1710417/,3,2012,['Daryl Wein'],"['Zoe Lister-Jones', 'Daryl Wein']"
1989,Looper   ,http://us.imdb.com/title/tt1276104/,1,2012,['Rian Johnson'],['Rian Johnson']
1990,The Lorax  ,http://us.imdb.com/title/tt1482459/,1,2012,"['Chris Renaud', 'Kyle Balda']","['Dr. Seuss', 'Cinco Paul']"
1991,The Lords of Salem  ,http://us.imdb.com/title/tt1731697/,3,2012,['Rob Zombie'],['Rob Zombie']
1992,Lore  ,http://us.imdb.com/title/tt1996310/,3,2012,['Cate Shortland'],"['Cate Shortland', 'Robin Mukherjee']"
1993,The Lucky One  ,http://us.imdb.com/title/tt1327194/,3,2012,['Scott Hicks'],"['Will Fetters', 'Nicholas Sparks']"
1994,Madagascar 3: Europe's Most Wanted  ,http://us.imdb.com/title/tt1277953/,2,2012,"['Eric Darnell', 'Tom McGrath', '1 more credit']","['Eric Darnell', 'Noah Baumbach']"
1995,Magic Mike   ,http://us.imdb.com/title/tt1915581/,3,2012,['Steven Soderbergh'],['Reid Carolin']
1996,The Magic of Belle Isle  ,http://us.imdb.com/title/tt1839654/,3,2012,['Rob Reiner'],['Guy Thomas']
1997,The Making of a Lady  ,http://us.imdb.com/title/tt2293276/,3,2012,['Richard Curson Smith'],"['Kate Brooke', 'Frances Hodgson Burnett']"
1998,Man on a Ledge  ,http://us.imdb.com/title/tt1568338/,1,2012,['Asger Leth'],['Pablo F. Fenjves']
1999,The Man with the Iron Fists  ,http://us.imdb.com/title/tt1258972/,1,2012,['RZA'],"['RZA', 'RZA']"
2000,The Master  ,http://us.imdb.com/title/tt1560747/,1,2012,['Paul Thomas Anderson'],['Paul Thomas Anderson']
2001,Men in Black III  ,http://us.imdb.com/title/tt1409024/,1,2012,['Barry Sonnenfeld'],"['Etan Cohen', 'Lowell Cunningham']"
2002,Mental  ,http://us.imdb.com/title/tt1655416/,3,2012,['P.J. Hogan'],['P.J. Hogan']
2003,Mine Games  ,http://us.imdb.com/title/tt1928337/,3,2012,['Richard Gray'],"['Robert Cross', 'Michele Gray']"
2004,Mirror Mirror  ,http://us.imdb.com/title/tt1667353/,3,2012,['Tarsem Singh'],"['Marc Klein', 'Jason Keller']"
2005,Monster High: Ghoul's Rule ,http://us.imdb.com/title/tt2446108/,3,2012,"['Mike Fetterly', 'Steve Sacks']","['Mike Montesano', 'Ted Zizik']"
2006,Moonrise Kingdom  ,http://us.imdb.com/title/tt1748122/,3,2012,['Wes Anderson'],"['Wes Anderson', 'Roman Coppola']"
2007,Morgana  ,http://us.imdb.com/title/tt2318360/,3,2012,['Ramón Obón'],['Ramón Obón']
2008,Mosquita y Mari  ,http://us.imdb.com/title/tt1978480/,3,2012,['Aurora Guerrero'],['Aurora Guerrero']
2009,Much Ado About Nothing  ,http://us.imdb.com/title/tt2094064/,3,2012,['Joss Whedon'],"['Joss Whedon', 'William Shakespeare']"
2010,Neighboring Sounds  ,http://us.imdb.com/title/tt2190367/,3,2012,['Kleber Mendonça Filho'],['Kleber Mendonça Filho']
2011,No ,http://us.imdb.com/title/tt2059255/,1,2012,['Pablo Larraín'],"['Pedro Peirano', 'Antonio Skármeta']"
2012,Not Fade Away  ,http://us.imdb.com/title/tt1230215/,3,2012,['David Chase'],['David Chase']
2013,The Occupants  ,http://us.imdb.com/title/tt1976633/,0,2012,"['Alex Chapman', 'James Lane']","['James Lane', 'James Lane']"
2014,The Odd Life of Timothy Green  ,http://us.imdb.com/title/tt1462769/,3,2012,['Peter Hedges'],"['Peter Hedges', 'Ahmet Zappa']"
2015,Oh Boy  ,http://us.imdb.com/title/tt1954701/,1,2012,['Jan Ole Gerster'],['Jan Ole Gerster']
2016,Okami kodomo no ame to yuki  ,http://us.imdb.com/title/tt2140203/,3,2012,['Mamoru Hosoda'],"['Mamoru Hosoda', 'Mamoru Hosoda']"
2017,One for the Money  ,http://us.imdb.com/title/tt1598828/,3,2012,['Julie Anne Robinson'],"['Stacy Sherman', 'Karen Ray']"
2018,Out in the Dark ,http://us.imdb.com/title/tt2318625/,0,2012,['Michael Mayer'],"['Yael Shafrir', 'Michael Mayer']"
2019,The Pact  ,http://us.imdb.com/title/tt2040560/,3,2012,['Nicholas McCarthy'],['Nicholas McCarthy']
2020,Papadopoulos & Sons  ,http://us.imdb.com/title/tt2006810/,1,2012,['Marcus Markou'],['Marcus Markou']
2021,The Paperboy  ,http://us.imdb.com/title/tt1496422/,3,2012,['Lee Daniels'],"['Peter Dexter', 'Lee Daniels']"
2022,Paradies: Liebe  ,http://us.imdb.com/title/tt1403214/,3,2012,['Ulrich Seidl'],"['Ulrich Seidl', 'Veronika Franz']"
2023,Paranormal Activity 4  ,http://us.imdb.com/title/tt2109184/,3,2012,"['Henry Joost', 'Ariel Schulman']","['Christopher Landon', 'Chad Feehan']"
2024,ParaNorman  ,http://us.imdb.com/title/tt1623288/,3,2012,"['Chris Butler', 'Sam Fell']",['Chris Butler']
2025,Parental Guidance  ,http://us.imdb.com/title/tt1047540/,3,2012,['Andy Fickman'],"['Lisa Addario', 'Joe Syracuse']"
2026,Paris-Manhattan  ,http://us.imdb.com/title/tt1885331/,3,2012,['Sophie Lellouche'],['Sophie Lellouche']
2027,Passion  ,http://us.imdb.com/title/tt1829012/,3,2012,['Brian De Palma'],"['Brian De Palma', 'Natalie Carter']"
2028,Paulette  ,http://us.imdb.com/title/tt2215395/,3,2012,['Jérôme Enrico'],"['Laurie Aubanel', 'Jérôme Enrico']"
2029,People Like Us  ,http://us.imdb.com/title/tt1716777/,3,2012,['Alex Kurtzman'],"['Alex Kurtzman', 'Roberto Orci']"
2030,The Perks of Being a Wallflower  ,http://us.imdb.com/title/tt1659337/,3,2012,['Stephen Chbosky'],"['Stephen Chbosky', 'Stephen Chbosky']"
2031,The Pirates! Band of Misfits  ,http://us.imdb.com/title/tt1430626/,1,2012,"['Peter Lord', 'Jeff Newitt']","['Gideon Defoe', 'Gideon Defoe']"
2032,Pitch Perfect  ,http://us.imdb.com/title/tt1981677/,3,2012,['Jason Moore'],"['Kay Cannon', 'Mickey Rapkin']"
2033,The Place Beyond the Pines  ,http://us.imdb.com/title/tt1817273/,1,2012,['Derek Cianfrance'],"['Derek Cianfrance', 'Ben Coccio']"
2034,Populaire  ,http://us.imdb.com/title/tt2070776/,3,2012,['Régis Roinsard'],"['Régis Roinsard', 'Daniel Presley']"
2035,The Possession  ,http://us.imdb.com/title/tt0431021/,3,2012,['Ole Bornedal'],"['Juliet Snowden', 'Stiles White']"
2036,Premium Rush  ,http://us.imdb.com/title/tt1547234/,3,2012,['David Koepp'],"['David Koepp', 'John Kamps']"
2037,Price Check  ,http://us.imdb.com/title/tt1845849/,3,2012,['Michael Walker'],['Michael Walker']
2038,Privacy ,http://us.imdb.com/title/tt2008602/,3,2012,['Jorg Ihle'],"['Jorg Ihle', 'Nicole Jones-Dion']"
2039,Project X  ,http://us.imdb.com/title/tt1636826/,1,2012,['Nima Nourizadeh'],"['Matt Drake', 'Michael Bacall']"
2040,Prometheus   ,http://us.imdb.com/title/tt1446714/,3,2012,['Ridley Scott'],"['Jon Spaihts', 'Damon Lindelof']"
2041,Quartet  ,http://us.imdb.com/title/tt1441951/,3,2012,['Dustin Hoffman'],"['Ronald Harwood', 'Ronald Harwood']"
2042,Qwerty  ,http://us.imdb.com/title/tt1591071/,3,2012,['Bill Sebastian'],['Juliet McDaniel']
2043,Radio Rebel  ,http://us.imdb.com/title/tt2008633/,3,2012,['Peter Howitt'],"['Danielle Joseph', 'Erik Patterson']"
2044,The Raven  ,http://us.imdb.com/title/tt1486192/,1,2012,['James McTeigue'],"['Hannah Shakespeare', 'Ben Livingston']"
2045,Red Dawn  ,http://us.imdb.com/title/tt1234719/,1,2012,['Dan Bradley'],"['Carl Ellsworth', 'Jeremy Passmore']"
2046,Red Tails  ,http://us.imdb.com/title/tt0485985/,2,2012,['Anthony Hemingway'],"['John Ridley', 'John Ridley']"
2047,Renoir  ,http://us.imdb.com/title/tt2150332/,3,2012,['Gilles Bourdos'],"['Jacques Renoir', 'Gilles Bourdos']"
2048,Resident Evil: Retribution  ,http://us.imdb.com/title/tt1855325/,3,2012,['Paul W.S. Anderson'],['Paul W.S. Anderson']
2049,Rise of the Animals  ,http://us.imdb.com/title/tt1954780/,3,2011,['Chris Wojcik'],['Chris Wojcik']
2050,Rise of the Guardians  ,http://us.imdb.com/title/tt1446192/,1,2012,['Peter Ramsey'],"['David Lindsay-Abaire', 'William Joyce']"
2051,Robot & Frank  ,http://us.imdb.com/title/tt1990314/,1,2012,['Jake Schreier'],['Christopher Ford']
2052,Rock Jocks  ,http://us.imdb.com/title/tt1869653/,1,2012,['Paul V. Seetachitt'],['Paul V. Seetachitt']
2053,Rock of Ages ,http://us.imdb.com/title/tt1336608/,3,2012,['Adam Shankman'],"['Justin Theroux', ""Chris D'Arienzo""]"
2054,Ruby Sparks  ,http://us.imdb.com/title/tt1839492/,3,2012,"['Jonathan Dayton', 'Valerie Faris']",['Zoe Kazan']
2055,Ruroni Kenshin: Meiji kenkaku roman tan  ,http://us.imdb.com/title/tt1979319/,3,2012,['Keishi Ohtomo'],"['Nobuhiro Watsuki', 'Kiyomi Fujii']"
2056,Sadako 3D  ,http://us.imdb.com/title/tt1844025/,3,2012,['Tsutomu Hanabusa'],"['Kôji Suzuki', 'Yoshinobu Fujioka']"
2057,Safe  ,http://us.imdb.com/title/tt1656190/,1,2012,['Boaz Yakin'],['Boaz Yakin']
2058,Safety Not Guaranteed  ,http://us.imdb.com/title/tt1862079/,3,2012,['Colin Trevorrow'],['Derek Connolly']
2059,The Sapphires   ,http://us.imdb.com/title/tt1673697/,3,2012,['Wayne Blair'],"['Keith Thompson', 'Tony Briggs']"
2060,Sassy Pants  ,http://us.imdb.com/title/tt1822302/,3,2012,['Coley Sohn'],['Coley Sohn']
2061,Savages  ,http://us.imdb.com/title/tt1615065/,3,2012,['Oliver Stone'],"['Shane Salerno', 'Don Winslow']"
2062,Save the Date  ,http://us.imdb.com/title/tt1965065/,2,2012,['Michael Mohan'],"['Jeffrey Brown', 'Michael Mohan']"
2063,The Seasoning House  ,http://us.imdb.com/title/tt1555093/,3,2012,['Paul Hyett'],"['Paul Hyett', 'Conal Palmer']"
2064,Seeking a Friend for the End of the World  ,http://us.imdb.com/title/tt1307068/,1,2012,['Lorene Scafaria'],['Lorene Scafaria']
2065,The Sessions  ,http://us.imdb.com/title/tt1866249/,2,2012,['Ben Lewin'],"['Ben Lewin', ""Mark O'Brien""]"
2066,Seven Psychopaths  ,http://us.imdb.com/title/tt1931533/,1,2012,['Martin McDonagh'],['Martin McDonagh']
2067,Shadow Dancer  ,http://us.imdb.com/title/tt1770734/,3,2012,['James Marsh'],"['Tom Bradby', 'Tom Bradby']"
2068,Shelter  ,http://us.imdb.com/title/tt2254131/,3,2015,"['Wrion Bowling', 'Adam C. Caudill']","['Wrion Bowling', 'Adam C. Caudill']"
2069,Sightseers  ,http://us.imdb.com/title/tt2023690/,3,2012,['Ben Wheatley'],"['Alice Lowe', 'Steve Oram']"
2070,Silence  ,http://us.imdb.com/title/tt2275949/,1,2012,['Pat Collins'],"['Pat Collins', 'Eoghan Mac Giolla Bhríde']"
2071,Silent Hill: Revelation 3D  ,http://us.imdb.com/title/tt0938330/,3,2012,['M.J. Bassett'],"['M.J. Bassett', 'Laurent Hadida']"
2072,Silver Linings Playbook  ,http://us.imdb.com/title/tt1045658/,3,2012,['David O. Russell'],"['David O. Russell', 'Matthew Quick']"
2073,Sinister  ,http://us.imdb.com/title/tt1922777/,2,2012,['Scott Derrickson'],"['Scott Derrickson', 'C. Robert Cargill']"
2074,The Skinny  ,http://us.imdb.com/title/tt2107835/,3,2012,['Patrik-Ian Polk'],['Patrik-Ian Polk']
2075,Skyfall  ,http://us.imdb.com/title/tt1074638/,3,2012,['Sam Mendes'],"['Neal Purvis', 'Robert Wade']"
2076,Sleepwalk With Me  ,http://us.imdb.com/title/tt2077851/,2,2012,"['Mike Birbiglia', 'Seth Barrish']","['Mike Birbiglia', 'Ira Glass']"
2077,Smashed  ,http://us.imdb.com/title/tt2063781/,3,2012,['James Ponsoldt'],"['Susan Burke', 'James Ponsoldt']"
2078,Smiley  ,http://us.imdb.com/title/tt2025667/,3,2012,['Michael J. Gallagher'],"['Glasgow Phillips', 'Michael J. Gallagher']"
2079,Snackbar  ,http://us.imdb.com/title/tt2185503/,1,2012,['Meral Uslu'],['Stan Lapinski']
2080,Snow Queen  ,http://us.imdb.com/title/tt2243621/,3,2012,"['Vladlen Barbe', 'Maksim Sveshnikov']","['Vladlen Barbe', 'Donald Roman Lopez']"
2081,Snow White  ,http://us.imdb.com/title/tt1854513/,3,2012,['Pablo Berger'],['Pablo Berger']
2082,Snow White and the Huntsman  ,http://us.imdb.com/title/tt1735898/,3,2012,['Rupert Sanders'],"['Evan Daugherty', 'John Lee Hancock']"
2083,Sparkle  ,http://us.imdb.com/title/tt1876451/,3,2012,['Salim Akil'],"['Mara Brock Akil', 'Joel Schumacher']"
2084,Spring Breakers  ,http://us.imdb.com/title/tt2101441/,3,2012,['Harmony Korine'],['Harmony Korine']
2085,Starlet  ,http://us.imdb.com/title/tt2035630/,3,2012,['Sean Baker'],"['Sean Baker', 'Chris Bergoch']"
2086,Stars Above  ,http://us.imdb.com/title/tt2142955/,3,2012,['Saara Cantell'],['Saara Cantell']
2087,Steel Magnolias  ,http://us.imdb.com/title/tt2328749/,3,2012,['Kenny Leon'],"['Sally Robinson', 'Robert Harling']"
2088,Step Up Revolution  ,http://us.imdb.com/title/tt1800741/,3,2012,['Scott Speer'],"['Amanda Brody', 'Duane Adler']"
2089,Stories We Tell ,http://us.imdb.com/title/tt2366450/,3,2012,['Sarah Polley'],"['Sarah Polley', 'Michael Polley']"
2090,Strike Witches - The Movie  ,http://us.imdb.com/title/tt2322603/,3,2012,['Kazuhiro Takamura'],['Fumikane Shimada']
2091,Struck by Lightning  ,http://us.imdb.com/title/tt1791614/,3,2012,['Brian Dannelly'],['Chris Colfer']
2092,Stuck in Love  ,http://us.imdb.com/title/tt2205697/,3,2012,['Josh Boone'],['Josh Boone']
2093,Superman vs. The Elite  ,http://us.imdb.com/title/tt2224455/,2,2012,['Michael Chang'],"['Jerry Siegel', 'Joe Shuster']"
2094,Supporting Characters  ,http://us.imdb.com/title/tt1874789/,2,2012,['Daniel Schechter'],"['Daniel Schechter', 'Tarik Lowe']"
2095,Sushi Girl ,http://us.imdb.com/title/tt1606339/,0,2012,['Kern Saxton'],"['Destin Pfaff', 'Kern Saxton']"
2096,The Swing ,http://us.imdb.com/title/tt2504614/,3,2012,['Tamara Drakulic'],"['Tamara Drakulic', 'Ana Ivanovic']"
2097,Tabu  ,http://us.imdb.com/title/tt2153963/,3,2012,['Miguel Gomes'],"['Miguel Gomes', 'Mariana Ricardo']"
2098,Tad: The Lost Explorer  ,http://us.imdb.com/title/tt1764625/,1,2012,['Enrique Gato'],"['Javier López Barreira', 'Gorka Magallón']"
2099,Taken 2  ,http://us.imdb.com/title/tt1397280/,2,2012,['Olivier Megaton'],"['Luc Besson', 'Robert Mark Kamen']"
2100,The Tall Man  ,http://us.imdb.com/title/tt1658837/,3,2012,['Pascal Laugier'],['Pascal Laugier']
2101,Tango libre  ,http://us.imdb.com/title/tt2370034/,0,2012,['Frédéric Fonteyne'],"['Philippe Blasband', 'Anne Paulicevich']"
