movie_name,movie_yr,movie_directors,movie_writers
Titli,2014,['Kanu Behl'],"['Kanu Behl', 'Sharat Katariya']"
Tjuvheder,2015,['Peter Grönlund'],['Peter Grönlund']
Tod den Hippies!! Es lebe der Punk!,2015,['Oskar Roehler'],['Oskar Roehler']
Tomorrowland,2015,['Brad Bird'],"['Damon Lindelof', 'Brad Bird']"
Trainwreck,2015,['Judd Apatow'],['Amy Schumer']
The Transporter Refueled,2015,['Camille Delamarre'],"['Adam Cooper', 'Bill Collage']"
True Story,2015,['Rupert Goold'],"['Rupert Goold', 'David Kajganich']"
Trumbo,2015,['Jay Roach'],"['John McNamara', 'Bruce Cook']"
Trust Fund,2016,['Sandra L. Martin'],['Sandra L. Martin']
Turbo Kid,2015,"['François Simard', 'Anouk Whissell', '1 more credit']","['Anouk Whissell', 'François Simard']"
"Un peu, beaucoup, aveuglément!",2015,['Clovis Cornillac'],"['Lilou Fogli', 'Clovis Cornillac']"
Uncanny,2015,['Matthew Leutwyler'],['Shahin Chandrasoma']
Unexpected,2015,['Kris Swanberg'],"['Megan Mercier', 'Kris Swanberg']"
Unfinished Business,2015,['Ken Scott'],['Steve Conrad']
Until Dawn,2015,['Will Byles'],"['Larry Fessenden', 'Graham Reznick']"
Vacation,2015,"['John Francis Daley', 'Jonathan Goldstein']","['Jonathan Goldstein', 'John Francis Daley']"
Vampyres,2015,['Víctor Matellano'],"['José Ramón Larraz', 'Víctor Matellano']"
VANish,2015,['Bryan Bockbrader'],['Bryan Bockbrader']
Vice,2015,['Brian A. Miller'],"['Andre Fabrizio', 'Jeremy Passmore']"
Victor Frankenstein,2015,['Paul McGuigan'],"['Max Landis', 'Max Landis']"
Victoria,2015,['Sebastian Schipper'],"['Sebastian Schipper', 'Olivia Neergaard-Holm']"
The Visit,2015,['M. Night Shyamalan'],['M. Night Shyamalan']
The VVitch: A New-England Folktale,2015,['Robert Eggers'],['Robert Eggers']
The Walk,2015,['Robert Zemeckis'],"['Robert Zemeckis', 'Christopher Browne']"
Bølgen,2015,['Roar Uthaug'],"['John Kåre Raake', 'Harald Rosenløw-Eeg']"
The Wedding Ringer,2015,['Jeremy Garelick'],"['Jeremy Garelick', 'Jay Lavender']"
Wo shi zheng ren,2015,['Sang-hoon Ahn'],"['Xiaobai Gu', 'Andy Yoon']"
Woman in Gold,2015,['Simon Curtis'],"['Alexi Kaye Campbell', 'E. Randol Schoenberg']"
World of Tomorrow,2015,['Don Hertzfeldt'],['Don Hertzfeldt']
You're My Boss,2015,['Antoinette Jadaone'],"['Antoinette Jadaone', 'Yoshke Dimen']"
Youth,2015,['Paolo Sorrentino'],['Paolo Sorrentino']
Z for Zachariah,2015,['Craig Zobel'],"['Nissar Modi', ""Robert C. O'Brien""]"
'71,2014,['Yann Demange'],['Gregory Burke']
22 Jump Street,2014,"['Phil Lord', 'Christopher Miller']","['Michael Bacall', 'Oren Uziel']"
3 Days to Kill,2014,['McG'],"['Adi Hasak', 'Luc Besson']"
300: Rise of an Empire,2014,['Noam Murro'],"['Zack Snyder', 'Kurt Johnstad']"
5 Flights Up,2014,['Richard Loncraine'],"['Charlie Peters', 'Jill Ciment']"
A Brilliant Young Mind,2014,['Morgan Matthews'],['James Graham']
À coup sûr,2014,['Delphine de Vigan'],"['Delphine de Vigan', 'Delphine de Vigan']"
A Girl Walks Home Alone at Night,2014,['Ana Lily Amirpour'],['Ana Lily Amirpour']
A Long Way Down,2014,['Pascal Chaumeil'],"['Nick Hornby', 'Jack Thorne']"
A Million Ways to Die in the West,2014,['Seth MacFarlane'],"['Seth MacFarlane', 'Alec Sulkin']"
A Most Violent Year,2014,['J.C. Chandor'],['J.C. Chandor']
A Most Wanted Man,2014,['Anton Corbijn'],"['Andrew Bovell', 'John le Carré']"
A Noite da Virada,2014,['Fábio Mendonça'],"['Nina Crintzs', 'Cláudia Jouvin']"
A Walk Among the Tombstones,2014,['Scott Frank'],"['Lawrence Block', 'Scott Frank']"
About a Girl,2014,['Mark Monheim'],"['Mark Monheim', 'Martin Rehbock']"
About Last Night,2014,['Steve Pink'],"['Leslye Headland', 'Tim Kazurinsky']"
The Adventurer: The Curse of the Midas Box,2013,['Jonathan Newman'],"['Christian Taylor', 'Matthew Huffman']"
The Quiche of Death     ,None,['Geoffrey Sax'],"['M.C. Beaton', 'Stewart Harcourt']"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,['Miguel Arteta'],"['Rob Lieber', 'Rob Lieber']"
Alles inklusive,2014,['Doris Dörrie'],"['Doris Dörrie', 'Doris Dörrie']"
Aloft,2014,['Claudia Llosa'],['Claudia Llosa']
Alpha House,2014,['Jacob Cooney'],"['Jacob Cooney', 'Brandon Trenz']"
The Amazing Spider-Man 2,2014,['Marc Webb'],"['Alex Kurtzman', 'Roberto Orci']"
American Sniper,2014,['Clint Eastwood'],"['Jason Hall', 'Chris Kyle']"
Amour Fou,2014,['Jessica Hausner'],"['Jessica Hausner', 'Géraldine Bajard']"
Anatomy of a Love Seen,2014,['Marina Rice Bader'],['Marina Rice Bader']
Angry Video Game Nerd: The Movie,2014,"['Kevin Finn', 'James Rolfe']","['Kevin Finn', 'James Rolfe']"
Annabelle,2014,['John R. Leonetti'],['Gary Dauberman']
Annie,2014,['Will Gluck'],"['Will Gluck', 'Aline Brosh McKenna']"
Appropriate Behavior,2014,['Desiree Akhavan'],['Desiree Akhavan']
Ardor,2014,['Pablo Fendrik'],['Pablo Fendrik']
"As Above, So Below",2014,['John Erick Dowdle'],"['John Erick Dowdle', 'Drew Dowdle']"
Asian School Girls,2014,['Lawrence Silverstein'],['Tim Culley']
Ask Me Anything,2014,['Allison Burnett'],"['Allison Burnett', 'Allison Burnett']"
Atlas Shrugged: Who Is John Galt?,2014,['James Manera'],"['James Manera', 'Harmon Kaslow']"
Automata,2014,['Gabe Ibáñez'],"['Gabe Ibáñez', 'Igor Legarreta']"
Avis de mistral,2014,['Rose Bosch'],['Rose Bosch']
The Babadook,2014,['Jennifer Kent'],['Jennifer Kent']
The Bag Man,2014,['David Grovic'],"['David Grovic', 'Paul Conway']"
Barbie and the Secret Door,2014,['Karen J. Lloyd'],['Brian Hohlfeld']
Barbie: The Pearl Princess,2014,['Ezekiel Norton'],"['Cydne Clark', 'Steve Granat']"
Barefoot,2014,['Andrew Fleming'],['Stephen Zotnowski']
Batman: Assault on Arkham,2014,"['Jay Oliva', 'Ethan Spaulding']","['Heath Corson', 'Bob Kane']"
Before I Go to Sleep,2014,['Rowan Joffe'],"['Rowan Joffe', 'S.J. Watson']"
Before We Go,2014,['Chris Evans'],"['Ronald Bass', 'Jen Smolka']"
Begin Again,2013,['John Carney'],['John Carney']
Belle,2013,['Amma Asante'],['Misan Sagay']
Better Living Through Chemistry,2014,"['Geoff Moore', 'David Posamentier']","['Geoff Moore', 'David Posamentier']"
Beyond the Lights,2014,['Gina Prince-Bythewood'],['Gina Prince-Bythewood']
Big Eyes,2014,['Tim Burton'],"['Scott Alexander', 'Larry Karaszewski']"
Big Game,2014,['Jalmari Helander'],"['Jalmari Helander', 'Jalmari Helander']"
Big Hero 6,2014,"['Don Hall', 'Chris Williams']","['Jordan Roberts', 'Robert L. Baird']"
Birdman or (The Unexpected Virtue of Ignorance),2014,['Alejandro G. Iñárritu'],"['Alejandro G. Iñárritu', 'Nicolás Giacobone']"
Black Sea,2014,['Kevin Macdonald'],['Dennis Kelly']
Blended,2014,['Frank Coraci'],"['Ivan Menchell', 'Clare Sera']"
The Book of Life,2014,['Jorge R. Gutiérrez'],"['Jorge R. Gutiérrez', 'Doug Langdale']"
The Boxtrolls,2014,"['Graham Annable', 'Anthony Stacchi']","['Irena Brignull', 'Adam Pava']"
Boy Meets Girl,2014,['Eric Schaeffer'],['Eric Schaeffer']
Boyhood,2014,['Richard Linklater'],['Richard Linklater']
Brick Mansions,2014,['Camille Delamarre'],"['Luc Besson', 'Luc Besson']"
Cake,2014,['Daniel Barnz'],['Patrick Tobin']
Calvary,2014,['John Michael McDonagh'],['John Michael McDonagh']
Camp Takota,2014,"['Chris Riedell', 'Nick Riedell']","['Mamrie Hart', 'Michael Goldfine']"
Captain America: The Winter Soldier,2014,"['Anthony Russo', 'Joe Russo']","['Christopher Markus', 'Stephen McFeely']"
Cesar Chavez,2014,['Diego Luna'],"['Keir Pearson', 'Timothy J. Sexton']"
Chef,2014,['Jon Favreau'],['Jon Favreau']
Citizenfour,2014,['Laura Poitras'],"['Edward Snowden', 'Glenn Greenwald', 'William Binney']"
Clouds of Sils Maria,2014,['Olivier Assayas'],['Olivier Assayas']
Clown,2014,['Jon Watts'],"['Christopher Ford', 'Jon Watts']"
Comet,2014,['Sam Esmail'],['Sam Esmail']
Conducta,2014,['Ernesto Daranas'],"['Ernesto Daranas', 'Ania Molina']"
Cooties,2014,"['Jonathan Milott', 'Cary Murnion']","['Leigh Whannell', 'Ian Brennan']"
Court,2014,['Chaitanya Tamhane'],['Chaitanya Tamhane']
Creep,2014,['Patrick Brice'],"['Patrick Brice', 'Mark Duplass']"
Cuban Fury,2014,['James Griffiths'],"['Jon Brown', 'Nick Frost']"
Cut Bank,2014,['Matt Shakman'],['Roberto Patino']
Da Sweet Blood of Jesus,2014,['Spike Lee'],"['Spike Lee', 'Bill Gunn']"
The Damned Thing,2014,['Derrick Granado'],['Derrick Granado']
Dark Was the Night,2014,['Jack Heller'],['Tyler Hisel']
Date and Switch,2014,['Chris Nelson'],['Alan Yang']
Dawn of the Planet of the Apes,2014,['Matt Reeves'],"['Mark Bomback', 'Rick Jaffa']"
Dead Girls,2014,"['Neal E. Fischer', 'Del Harvey']","['Neal E. Fischer', 'Del Harvey']"
Død snø 2,2014,['Tommy Wirkola'],"['Tommy Wirkola', 'Vegar Hoel']"
Dear White People,2014,['Justin Simien'],['Justin Simien']
Deliver Us from Evil,2014,['Scott Derrickson'],"['Scott Derrickson', 'Paul Harris Boardman']"
Der kleine Drache Kokosnuss,2014,"['Hubert Weiland', 'Nina Wels']","['Mark Slater', 'Gabriele Walther']"
Der kleine Medicus - Geheimnisvolle Mission im Körper,2014,['Peter Claridge'],"['Dietrich Grönemeyer', 'Elfie Donnelly']"
Der Kreis,2014,['Stefan Haupt'],"['Stefan Haupt', 'Christian Felix']"
The Disappearance of Eleanor Rigby: Her,2013,['Ned Benson'],['Ned Benson']
The Disappearance of Eleanor Rigby: Them,2014,['Ned Benson'],['Ned Benson']
Divergent,2014,['Neil Burger'],"['Evan Daugherty', 'Vanessa Taylor']"
Dohee-ya,2014,['July Jung'],['July Jung']
Dólares de arena,2014,"['Israel Cárdenas', 'Laura Amelia Guzmán']","['Israel Cárdenas', 'Laura Amelia Guzmán']"
Dolphin Tale 2,2014,['Charles Martin Smith'],"['Charles Martin Smith', 'Karen Janszen']"
Dracula Untold,2014,['Gary Shore'],"['Matt Sazama', 'Burk Sharpless']"
Draft Day,2014,['Ivan Reitman'],"['Scott Rothman', 'Rajiv Joseph']"
The Drop,2014,['Michaël R. Roskam'],"['Dennis Lehane', 'Dennis Lehane']"
Dumb and Dumber To,2014,"['Bobby Farrelly', 'Peter Farrelly']","['Sean Anders', 'John Morris']"
Dyke Hard,2014,['Bitte Andersson'],"['Ina Wood', 'Bitte Andersson']"
Earth to Echo,2014,['Dave Green'],"['Henry Gayden', 'Henry Gayden']"
East Side Sushi,2014,['Anthony Lucero'],['Anthony Lucero']
Eat with Me,2014,['David Au'],['David Au']
Edge of Tomorrow,2014,['Doug Liman'],"['Christopher McQuarrie', 'Jez Butterworth']"
Effie Gray,2014,['Richard Laxton'],['Emma Thompson']
Ei kiitos,2014,['Samuli Valkama'],"['Anna-Leena Härkönen', 'Heikki Paavilainen']"
Ein Geschenk der Götter,2014,['Oliver Haffner'],"['Oliver Haffner', 'Oliver Haffner']"
Ek Villain,2014,['Mohit Suri'],"['Tushar Hiranandani', 'Milap Zaveri']"
El Niño,2014,['Daniel Monzón'],"['Jorge Guerricaechevarría', 'Daniel Monzón']"
Electricity,2014,['Bryn Higgins'],"['Sukey Fisher', 'Sukey Fisher']"
En duva satt på en gren och funderade på tillvaron,2014,['Roy Andersson'],['Roy Andersson']
The Equalizer,2014,['Antoine Fuqua'],"['Richard Wenk', 'Michael Sloan']"
Escobar: Paradise Lost,2014,['Andrea Di Stefano'],"['Andrea Di Stefano', 'Andrea Di Stefano']"
Every Secret Thing,2014,['Amy Berg'],"['Nicole Holofcener', 'Laura Lippman']"
Exodus: Gods and Kings,2014,['Ridley Scott'],"['Adam Cooper', 'Bill Collage']"
The Expendables 3,2014,['Patrick Hughes'],"['Sylvester Stallone', 'Creighton Rothenberger']"
The Falling,2014,['Carol Morley'],['Carol Morley']
The Fault in Our Stars,2014,['Josh Boone'],"['Scott Neustadter', 'Michael H. Weber']"
Faults,2014,['Riley Stearns'],['Riley Stearns']
Fehér isten,2014,['Kornél Mundruczó'],"['Kornél Mundruczó', 'Viktória Petrányi']"
Fields of the Dead,2014,['Daniel B. Iske'],['Scott Coleman']
Flowers in the Attic,2014,['Deborah Chow'],"['Virginia C. Andrews', 'Kayla Alpert']"
Fort Tilden,2014,"['Sarah-Violet Bliss', 'Charles Rogers']","['Sarah-Violet Bliss', 'Sarah-Violet Bliss']"
Foxcatcher,2014,['Bennett Miller'],"['E. Max Frye', 'Dan Futterman']"
The Frame,2014,['Jamin Winans'],['Jamin Winans']
Frank,2014,['Lenny Abrahamson'],"['Jon Ronson', 'Peter Straughan']"
Frozen in Time,2014,['Alex Leung'],['Melissa Rundle']
Fury,2014,['David Ayer'],['David Ayer']
The Gabby Douglas Story,2014,['Gregg Champion'],"['Maria Nation', 'Sterling Anderson']"
Get on Up,2014,['Tate Taylor'],"['Jez Butterworth', 'John-Henry Butterworth']"
Bande de filles,2014,['Céline Sciamma'],['Céline Sciamma']
Girltrash: All Night Long,2014,['Alexandra Kondracke'],['Angela Robinson']
The Giver,2014,['Phillip Noyce'],"['Michael Mitnick', 'Robert B. Weide']"
God Help the Girl,2014,['Stuart Murdoch'],['Stuart Murdoch']
God's Not Dead,2014,['Harold Cronk'],"['Hunter Dennis', 'Chuck Konzelman']"
God's Pocket,2014,['John Slattery'],"['Peter Dexter', 'Alex Metcalf']"
Godzilla,2014,['Gareth Edwards'],"['Max Borenstein', 'Dave Callaham']"
Huang jin shi dai,2014,['Ann Hui'],['Qiang Li']
Gone Girl,2014,['David Fincher'],"['Gillian Flynn', 'Gillian Flynn']"
The Good Lie,2014,['Philippe Falardeau'],['Margaret Nagle']
Good People,2014,['Henrik Ruben Genz'],"['Marcus Sakey', 'Kelly Masterson']"
Gotham     ,None,['Bruno Heller'],"['Ben McKenzie', 'Jada Pinkett Smith', 'Donal Logue']"
Grace of Monaco,2014,['Olivier Dahan'],['Arash Amel']
The Grand Budapest Hotel,2014,['Wes Anderson'],"['Stefan Zweig', 'Wes Anderson']"
Guardians of the Galaxy,2014,['James Gunn'],"['James Gunn', 'Nicole Perlman']"
Güeros,2014,['Alonso Ruizpalacios'],"['Alonso Ruizpalacios', 'Gibrán Portela']"
H.,2014,"['Rania Attieh', 'Daniel Garcia']","['Rania Attieh', 'Rania Attieh']"
Haider,2014,['Vishal Bhardwaj'],"['William Shakespeare', 'Basharat Peer']"
Happy Christmas,2014,['Joe Swanberg'],['Joe Swanberg']
Hard Corner: Le Film,2014,['Benjamin Daniel'],['Benjamin Daniel']
Heaven Is for Real,2014,['Randall Wallace'],"['Randall Wallace', 'Chris Parker']"
Hector and the Search for Happiness,2014,['Peter Chelsom'],"['Maria von Heland', 'Peter Chelsom']"
Hercules,2014,['Brett Ratner'],"['Ryan J. Condal', 'Evan Spiliotopoulos']"
Hits,2014,['David Cross'],['David Cross']
The Hobbit: The Battle of the Five Armies,2014,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens']"
Hoje Eu Quero Voltar Sozinho,2014,['Daniel Ribeiro'],['Daniel Ribeiro']
The Homesman,2014,['Tommy Lee Jones'],"['Tommy Lee Jones', 'Kieran Fitzgerald']"
Horrible Bosses 2,2014,['Sean Anders'],"['Sean Anders', 'John Morris']"
Housebound,2014,['Gerard Johnstone'],['Gerard Johnstone']
The Houses October Built,2014,['Bobby Roe'],"['Zack Andrews', 'Bobby Roe']"
Gae-leul hoom-chi-neun wan-byeok-han bang-beob,2014,['Sung-ho Kim'],"['Sung-ho Kim', 'Yeon-Shick Shin']"
How to Train Your Dragon 2,2014,['Dean DeBlois'],"['Dean DeBlois', 'Cressida Cowell']"
The Hundred-Foot Journey,2014,['Lasse Hallström'],"['Steven Knight', 'Richard C. Morais']"
The Hunger Games: Mockingjay - Part 1,2014,['Francis Lawrence'],"['Peter Craig', 'Danny Strong']"
Hungry Hearts,2014,['Saverio Costanzo'],"['Saverio Costanzo', 'Marco Franzoso']"
I Call It Love,2014,['Elsy Hajjar'],"['Sandy Andraos', 'Myriam Geagea']"
I Origins,2014,['Mike Cahill'],['Mike Cahill']
"I, Frankenstein",2014,['Stuart Beattie'],"['Stuart Beattie', 'Kevin Grevioux']"
Goodnight Mommy,2014,"['Severin Fiala', 'Veronika Franz']","['Veronika Franz', 'Severin Fiala']"
If I Stay,2014,['R.J. Cutler'],"['Shauna Cross', 'Gayle Forman']"
The Imitation Game,2014,['Morten Tyldum'],"['Graham Moore', 'Andrew Hodges']"
Dans la cour,2014,['Pierre Salvadori'],"['Pierre Salvadori', 'David Léotard']"
The Inbetweeners 2,2014,"['Damon Beesley', 'Iain Morris']","['Damon Beesley', 'Iain Morris']"
Infinitely Polar Bear,2014,['Maya Forbes'],['Maya Forbes']
Inherent Vice,2014,['Paul Thomas Anderson'],"['Paul Thomas Anderson', 'Thomas Pynchon']"
Innocence,2013,['Hilary Brougher'],"['Hilary Brougher', 'Tristine Skyler']"
Interstellar,2014,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan']"
The Interview,2014,"['Evan Goldberg', 'Seth Rogen']","['Dan Sterling', 'Seth Rogen']"
Into the Storm,2014,['Steven Quale'],['John Swetnam']
Into the Woods,2014,['Rob Marshall'],"['James Lapine', 'James Lapine']"
It Follows,2014,['David Robert Mitchell'],['David Robert Mitchell']
Jack Ryan: Shadow Recruit,2014,['Kenneth Branagh'],"['Adam Cozad', 'David Koepp']"
Jacky in the Kingdom of Women,2014,['Riad Sattouf'],['Riad Sattouf']
Jane the Virgin     ,None,['Jennie Snyder Urman'],"['Gina Rodriguez', 'Andrea Navedo', 'Justin Baldoni']"
Jersey Boys,2014,['Clint Eastwood'],"['Marshall Brickman', 'Rick Elice']"
Jimmy's Hall,2014,['Ken Loach'],['Paul Laverty']
Joe,2013,['David Gordon Green'],"['Gary Hawkins', 'Larry Brown']"
John Wick,2014,"['Chad Stahelski', 'David Leitch']",['Derek Kolstad']
Jongens,2014,['Mischa Kamp'],"['Chris Westendorp', 'Jaap-Peter Enderle']"
Ju-on: Owari no hajimari,2014,['Masayuki Ochiai'],"['Masayuki Ochiai', 'Takashige Ichise']"
The Judge,2014,['David Dobkin'],"['Nick Schenk', 'Bill Dubuque']"
Justice League: War,2014,['Jay Oliva'],"['Heath Corson', 'Geoff Johns']"
Kingsman: The Secret Service,2014,['Matthew Vaughn'],"['Jane Goldman', 'Matthew Vaughn']"
Kraftidioten,2014,['Hans Petter Moland'],"['Kim Fupz Aakeson', 'Finn Gjerdrum']"
"Kumiko, the Treasure Hunter",2014,['David Zellner'],"['David Zellner', 'Nathan Zellner']"
La belle et la bête,2014,['Christophe Gans'],"['Sandra Vo-Anh', 'Christophe Gans']"
La crème de la crème,2014,['Kim Chapiron'],"['Noé Debré', 'Kim Chapiron']"
La isla mínima,2014,['Alberto Rodríguez'],"['Rafael Cobos', 'Alberto Rodríguez']"
Laggies,2014,['Lynn Shelton'],['Andrea Seigel']
Land Ho!,2014,"['Aaron Katz', 'Martha Stephens']","['Aaron Katz', 'Martha Stephens']"
The Last Five Years,2014,['Richard LaGravenese'],"['Jason Robert Brown', 'Richard LaGravenese']"
Last Shift,2014,['Anthony DiBlasi'],"['Anthony DiBlasi', 'Scott Poiley']"
The Last: Naruto the Movie,2014,['Tsuneo Kobayashi'],"['Masashi Kishimoto', 'Masashi Kishimoto']"
Le paradis,2014,['Alain Cavalier'],['Alain Cavalier']
Learning to Drive,2014,['Isabel Coixet'],['Sarah Kernochan']
The Legend of Hercules,2014,['Renny Harlin'],"['Sean Hood', 'Daniel Giat']"
The Lego Movie,2014,"['Phil Lord', 'Christopher Miller']","['Phil Lord', 'Christopher Miller']"
Let Us Prey,2014,"[""Brian O'Malley""]","['Fiona Watson', 'David Cairns']"
Let's Be Cops,2014,['Luke Greenfield'],"['Luke Greenfield', 'Nicholas Thomas']"
Leviathan,2014,['Andrey Zvyagintsev'],"['Oleg Negin', 'Andrey Zvyagintsev']"
