movie_name,movie_yr,movie_directors,movie_writers
Seven Psychopaths,2012,['Martin McDonagh'],['Martin McDonagh']
Shadow Dancer,2012,['James Marsh'],"['Tom Bradby', 'Tom Bradby']"
Shelter,2015,"['Wrion Bowling', 'Adam C. Caudill']","['Wrion Bowling', 'Adam C. Caudill']"
Sightseers,2012,['Ben Wheatley'],"['Alice Lowe', 'Steve Oram']"
Silence,2012,['Pat Collins'],"['Pat Collins', 'Eoghan Mac Giolla Bhríde']"
Silent Hill: Revelation,2012,['M.J. Bassett'],"['M.J. Bassett', 'Laurent Hadida']"
Silver Linings Playbook,2012,['David O. Russell'],"['David O. Russell', 'Matthew Quick']"
Sinister,2012,['Scott Derrickson'],"['Scott Derrickson', 'C. Robert Cargill']"
The Skinny,2012,['Patrik-Ian Polk'],['Patrik-Ian Polk']
Skyfall,2012,['Sam Mendes'],"['Neal Purvis', 'Robert Wade']"
Sleepwalk with Me,2012,"['Mike Birbiglia', 'Seth Barrish']","['Mike Birbiglia', 'Ira Glass']"
Smashed,2012,['James Ponsoldt'],"['Susan Burke', 'James Ponsoldt']"
Smiley,2012,['Michael J. Gallagher'],"['Glasgow Phillips', 'Michael J. Gallagher']"
Snackbar,2012,['Meral Uslu'],['Stan Lapinski']
Snow Queen,2012,"['Vladlen Barbe', 'Maksim Sveshnikov']","['Vladlen Barbe', 'Donald Roman Lopez']"
Blancanieves,2012,['Pablo Berger'],['Pablo Berger']
Snow White and the Huntsman,2012,['Rupert Sanders'],"['Evan Daugherty', 'John Lee Hancock']"
Sparkle,2012,['Salim Akil'],"['Mara Brock Akil', 'Joel Schumacher']"
Spring Breakers,2012,['Harmony Korine'],['Harmony Korine']
Starlet,2012,['Sean Baker'],"['Sean Baker', 'Chris Bergoch']"
Tähtitaivas talon yllä,2012,['Saara Cantell'],['Saara Cantell']
Steel Magnolias,2012,['Kenny Leon'],"['Sally Robinson', 'Robert Harling']"
Step Up Revolution,2012,['Scott Speer'],"['Amanda Brody', 'Duane Adler']"
Stories We Tell,2012,['Sarah Polley'],"['Sarah Polley', 'Michael Polley']"
Sutoraiku uicchîzu: Gekijouban,2012,['Kazuhiro Takamura'],['Fumikane Shimada']
Struck by Lightning,2012,['Brian Dannelly'],['Chris Colfer']
Stuck in Love,2012,['Josh Boone'],['Josh Boone']
Superman vs. The Elite,2012,['Michael Chang'],"['Jerry Siegel', 'Joe Shuster']"
Supporting Characters,2012,['Daniel Schechter'],"['Daniel Schechter', 'Tarik Lowe']"
Sushi Girl,2012,['Kern Saxton'],"['Destin Pfaff', 'Kern Saxton']"
The Swing,2012,['Tamara Drakulic'],"['Tamara Drakulic', 'Ana Ivanovic']"
Tabu,2012,['Miguel Gomes'],"['Miguel Gomes', 'Mariana Ricardo']"
Las aventuras de Tadeo Jones,2012,['Enrique Gato'],"['Javier López Barreira', 'Gorka Magallón']"
Taken 2,2012,['Olivier Megaton'],"['Luc Besson', 'Robert Mark Kamen']"
The Tall Man,2012,['Pascal Laugier'],['Pascal Laugier']
Tango libre,2012,['Frédéric Fonteyne'],"['Philippe Blasband', 'Anne Paulicevich']"
Tears of Steel,2012,['Ian Hubert'],['Ian Hubert']
Ted,2012,['Seth MacFarlane'],"['Seth MacFarlane', 'Alec Sulkin']"
That's My Boy,2012,['Sean Anders'],['David Caspe']
Think Like a Man,2012,['Tim Story'],"['Keith Merryman', 'David A. Newman']"
This Is 40,2012,['Judd Apatow'],"['Judd Apatow', 'Judd Apatow']"
This Means War,2012,['McG'],"['Timothy Dowling', 'Simon Kinberg']"
Tiger Eyes,2012,['Lawrence Blume'],"['Judy Blume', 'Lawrence Blume']"
Tim and Eric's Billion Dollar Movie,2012,"['Tim Heidecker', 'Eric Wareheim']","['Tim Heidecker', 'Eric Wareheim']"
Secret of the Wings,2012,"['Roberts Gannaway', 'Peggy Holmes']","['Roberts Gannaway', 'Peggy Holmes']"
To Rome with Love,2012,['Woody Allen'],['Woody Allen']
To the Wonder,2012,['Terrence Malick'],['Terrence Malick']
Total Recall,2012,['Len Wiseman'],"['Kurt Wimmer', 'Mark Bomback']"
Travelling Salesman,2012,['Timothy Lanzone'],"['Andy Lanzone', 'Timothy Lanzone']"
The Twilight Saga: Breaking Dawn - Part 2,2012,['Bill Condon'],"['Melissa Rosenberg', 'Stephenie Meyer']"
Underworld Awakening,2012,"['Måns Mårlind', 'Björn Stein']","['Len Wiseman', 'John Hlavin']"
V/H/S,2012,"['Matt Bettinelli-Olpin', 'David Bruckner', '8 more credits']","['Brad Miska', 'Simon Barrett']"
Vamps,2012,['Amy Heckerling'],['Amy Heckerling']
Water,2012,['Marco van Bergen'],['Marco van Bergen']
Violine,2012,['Roman Ilyushenko'],['Roman Ilyushenko']
The Vow,2012,['Michael Sucsy'],"['Abby Kohn', 'Marc Silverstein']"
Wanderlust,2012,['David Wain'],"['David Wain', 'Ken Marino']"
Warpaint,2012,['Al Benoit'],"['Al Benoit', 'Al Benoit']"
The Watch,2012,['Akiva Schaffer'],"['Jared Stern', 'Seth Rogen']"
What Maisie Knew,2012,"['Scott McGehee', 'David Siegel']","['Nancy Doyne', 'Carroll Cartwright']"
What to Expect When You're Expecting,2012,['Kirk Jones'],"['Shauna Cross', 'Heather Hach']"
White Alligator,2012,['Raquel Almazan'],['Viviana Leo']
Why Stop Now?,2012,"['Phil Dorling', 'Ron Nyswaner']","['Phil Dorling', 'Ron Nyswaner']"
Wireboy,2012,['Cassandra Sechler'],"['Jason Marsh', 'Cassandra Sechler']"
The Woman in Black,2012,['James Watkins'],"['Susan Hill', 'Jane Goldman']"
Dzien kobiet,2012,['Maria Sadowska'],"['Maria Sadowska', 'Katarzyna Terechowicz']"
Won't Back Down,2012,['Daniel Barnz'],"['Brin Hill', 'Daniel Barnz']"
The Words,2012,"['Brian Klugman', 'Lee Sternthal']","['Brian Klugman', 'Lee Sternthal']"
Wrath of the Titans,2012,['Jonathan Liebesman'],"['Dan Mazeau', 'David Leslie Johnson-McGoldrick']"
Wreck-It Ralph,2012,['Rich Moore'],"['Rich Moore', 'Phil Johnston']"
Zero Dark Thirty,2012,['Kathryn Bigelow'],['Mark Boal']
[REC] 3: Genesis,2012,['Paco Plaza'],"['Luiso Berdejo', 'Paco Plaza']"
Either Way,2011,['Hafsteinn Gunnar Sigurðsson'],"['Sveinn Ólafur Gunnarsson', 'Hafsteinn Gunnar Sigurðsson']"
Wo 11,2011,['Xiaoshuai Wang'],"['Ni Lao', 'Lao Ni']"
17 filles,2011,"['Delphine Coulin', 'Muriel Coulin']","['Delphine Coulin', 'Muriel Coulin']"
17 Miracles,2011,['T.C. Christensen'],"['T.C. Christensen', 'Gary Cook']"
30 Minutes or Less,2011,['Ruben Fleischer'],"['Michael Diliberti', 'Michael Diliberti']"
50/50,2011,['Jonathan Levine'],['Will Reiser']
A 2nd Chance,2011,['Clay Glen'],['Clay Glen']
A Dangerous Method,2011,['David Cronenberg'],"['Christopher Hampton', 'Christopher Hampton']"
Un heureux événement,2011,['Rémi Bezançon'],"['Eliette Abecassis', 'Rémi Bezançon']"
A Little Bit of Heaven,2011,['Nicole Kassell'],['Gren Wells']
A Lonely Place to Die,2011,['Julian Gilbey'],"['Julian Gilbey', 'Will Gilbey']"
A Separation,2011,['Asghar Farhadi'],['Asghar Farhadi']
Tou ze,2011,['Ann Hui'],"['Susan Chan', 'Roger Lee']"
A torinói ló,2011,"['Béla Tarr', 'Ágnes Hranitzky']","['László Krasznahorkai', 'Béla Tarr']"
A tus espaldas,2011,['Tito Jara'],['Tito Jara']
A Very Harold & Kumar 3D Christmas,2011,['Todd Strauss-Schulson'],"['Jon Hurwitz', 'Hayden Schlossberg']"
About Sunny,2011,"['Bryan Wizemann', 'Mike S. Ryan']",['Bryan Wizemann']
Absentia,2011,['Mike Flanagan'],['Mike Flanagan']
The Adjustment Bureau,2011,['George Nolfi'],"['George Nolfi', 'Philip K. Dick']"
The Adventures of Tintin,2011,['Steven Spielberg'],"['Hergé', 'Steven Moffat']"
Age of the Dragons,2011,['Ryan Little'],"['Gil Aglaure', 'Anne K. Black']"
Almanya - Willkommen in Deutschland,2011,['Yasemin Samdereli'],"['Yasemin Samdereli', 'Nesrin Samdereli']"
Albatross,2011,['Niall MacCormick'],['Tamzin Rafn']
Albert Nobbs,2011,['Rodrigo García'],"['Gabriella Prekop', 'John Banville']"
