movie_name,movie_yr,movie_directors,movie_writers
The Many Adventures of Winnie the Pooh,1977,"['John Lounsbery', 'Wolfgang Reitherman']","['A.A. Milne', 'Larry Clemmons']"
Martin,1978,['George A. Romero'],['George A. Romero']
Orca,1977,['Michael Anderson'],"['Luciano Vincenzoni', 'Sergio Donati']"
Pete's Dragon,1977,['Don Chaffey'],"['Malcolm Marmorstein', 'Seton I. Miller']"
The Rescuers,1977,"['John Lounsbery', 'Wolfgang Reitherman', '1 more credit']","['Margery Sharp', 'Larry Clemmons']"
Saturday Night Fever,1977,['John Badham'],"['Nik Cohn', 'Norman Wexler']"
The Sentinel,1977,['Michael Winner'],"['Jeffrey Konvitz', 'Michael Winner']"
Office Romance,1977,['Eldar Ryazanov'],"['Emil Braginskiy', 'Emil Braginskiy']"
Soldier of Orange,1977,['Paul Verhoeven'],"['Erik Hazelhoff Roelfzema', 'Kees Holierhoek']"
The Spy Who Loved Me,1977,['Lewis Gilbert'],"['Christopher Wood', 'Richard Maibaum']"
Star Wars: Episode IV - A New Hope,1977,['George Lucas'],['George Lucas']
Stroszek,1977,['Werner Herzog'],['Werner Herzog']
Suspiria,1977,['Dario Argento'],"['Dario Argento', 'Daria Nicolodi']"
The Turning Point,1977,['Herbert Ross'],['Arthur Laurents']
A Star Is Born,1976,['Frank Pierson'],"['John Gregory Dunne', 'Joan Didion']"
All the President's Men,1976,['Alan J. Pakula'],"['Carl Bernstein', 'Bob Woodward']"
Assault on Precinct 13,1976,['John Carpenter'],['John Carpenter']
Az ötödik pecsét,1976,['Zoltán Fábri'],"['Zoltán Fábri', 'Ferenc Sánta']"
Bugsy Malone,1976,['Alan Parker'],['Alan Parker']
Carrie,1976,['Brian De Palma'],"['Stephen King', 'Lawrence D. Cohen']"
Il deserto dei tartari,1976,['Valerio Zurlini'],"['Dino Buzzati', 'André G. Brunelin']"
Family Plot,1976,['Alfred Hitchcock'],"['Ernest Lehman', 'Victor Canning']"
The Gumball Rally,1976,['Charles Bail'],"['Leon Capetanos', 'Charles Bail']"
Il secondo tragico Fantozzi,1976,['Luciano Salce'],"['Leonardo Benvenuti', 'Piero De Bernardi']"
In the Realm of the Senses,1976,['Nagisa Ôshima'],['Nagisa Ôshima']
The Twelve Tasks of Asterix,1976,"['René Goscinny', 'Henri Gruel', '2 more credits']","['René Goscinny', 'Albert Uderzo']"
The Little Girl Who Lives Down the Lane,1976,['Nicolas Gessner'],"['Laird Koenig', 'Laird Koenig']"
Logan's Run,1976,['Michael Anderson'],"['David Zelag Goodman', 'William F. Nolan']"
The Man Who Fell to Earth,1976,['Nicolas Roeg'],"['Paul Mayersberg', 'Walter Tevis']"
Marathon Man,1976,['John Schlesinger'],"['William Goldman', 'William Goldman']"
Murder by Death,1976,['Robert Moore'],['Neil Simon']
Network,1976,['Sidney Lumet'],['Paddy Chayefsky']
The Omen,1976,['Richard Donner'],['David Seltzer']
The Outlaw Josey Wales,1976,['Clint Eastwood'],"['Forrest Carter', 'Philip Kaufman']"
Pascual Duarte,1976,['Ricardo Franco'],"['Emilio Martínez Lázaro', 'Elías Querejeta']"
Revenge of the Cheerleaders,1976,['Richard Lerner'],"['Nathaniel Dorsky', 'Richard Lerner']"
Rocky,1976,['John G. Avildsen'],['Sylvester Stallone']
Sebastiane,1976,"['Paul Humfress', 'Derek Jarman']","['Paul Humfress', 'Derek Jarman']"
Silent Movie,1976,['Mel Brooks'],"['Mel Brooks', 'Ron Clark']"
Silver Streak,1976,['Arthur Hiller'],['Colin Higgins']
Small Change,1976,['François Truffaut'],"['François Truffaut', 'Suzanne Schiffman']"
Sparkle,1976,"[""Sam O'Steen""]","['Howard Rosenman', 'Joel Schumacher']"
Taxi Driver,1976,['Martin Scorsese'],['Paul Schrader']
The Tenant,1976,['Roman Polanski'],"['Roland Topor', 'Gérard Brach']"
The Town That Dreaded Sundown,1976,['Charles B. Pierce'],['Earl E. Smith']
A Boy and His Dog,1975,['L.Q. Jones'],"['L.Q. Jones', 'Harlan Ellison']"
Barry Lyndon,1975,['Stanley Kubrick'],"['Stanley Kubrick', 'William Makepeace Thackeray']"
Blonde in Black Leather,1975,['Carlo Di Palma'],"['Barbara Alberti', 'Barbara Alberti']"
Deep Red,1975,['Dario Argento'],"['Dario Argento', 'Bernardino Zapponi']"
Dersu Uzala,1975,['Akira Kurosawa'],"['Akira Kurosawa', 'Yuriy Nagibin']"
Diálogos de exiliados,1975,['Raoul Ruiz'],['Raoul Ruiz']
Dog Day Afternoon,1975,['Sidney Lumet'],"['Frank Pierson', 'P.F. Kluge']"
Dolemite,1975,"[""D'Urville Martin""]","['Jerry Jones', 'Rudy Ray Moore']"
Emmanuelle II,1975,['Francis Giacobetti'],"['Bob Elia', 'Bob Elia']"
Fawlty Towers     ,None,"['John Cleese', 'Prunella Scales', 'Andrew Sachs', 'See full cast & crew']",None
Grey Gardens,1975,"['Ellen Hovde', 'Albert Maysles', '2 more credits']","['Edith Bouvier Beale', ""Edith 'Little Edie' Bouvier Beale"", 'Brooks Hyers']"
"Ironiya sudby, ili S legkim parom!     ",None,"['Liya Akhedzhakova', 'Aleksandr Belyavskiy', 'Barbara Brylska', 'See full cast & crew']",None
Jaws,1975,['Steven Spielberg'],"['Peter Benchley', 'Carl Gottlieb']"
"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975,['Chantal Akerman'],['Chantal Akerman']
Katie Tippel,1975,['Paul Verhoeven'],"['Gerard Soeteman', 'Neel Doff']"
Love and Death,1975,['Woody Allen'],['Woody Allen']
The Maids,1975,['Christopher Miles'],"['Robert Enders', 'Jean Genet']"
The Mirror,1975,['Andrei Tarkovsky'],"['Aleksandr Misharin', 'Andrei Tarkovsky']"
Monty Python and the Holy Grail,1975,"['Terry Gilliam', 'Terry Jones']","['Graham Chapman', 'John Cleese']"
Nashville,1975,['Robert Altman'],['Joan Tewkesbury']
One Flew Over the Cuckoo's Nest,1975,['Milos Forman'],"['Lawrence Hauben', 'Bo Goldman']"
Picnic at Hanging Rock,1975,['Peter Weir'],"['Joan Lindsay', 'Cliff Green']"
The Rocky Horror Picture Show,1975,['Jim Sharman'],"[""Richard O'Brien"", 'Jim Sharman']"
"Salò, or the 120 Days of Sodom",1975,['Pier Paolo Pasolini'],"['Pier Paolo Pasolini', 'Sergio Citti']"
The Stepford Wives,1975,['Bryan Forbes'],"['Ira Levin', 'William Goldman']"
The Story of O,1975,['Just Jaeckin'],"['Dominique Aury', 'Sébastien Japrisot']"
Maggie's Stiletto Sisters,1975,['Jack Hill'],"['Jack Hill', 'F.X. Maier']"
Terror of Mechagodzilla,1975,['Ishirô Honda'],"['Yukiko Takayama', 'Yukiko Takayama']"
Three Days of the Condor,1975,['Sydney Pollack'],"['James Grady', 'Lorenzo Semple Jr.']"
Tommy,1975,['Ken Russell'],"['The Who', 'Ken Russell']"
Zorro,1975,['Duccio Tessari'],"['Giorgio Arlorio', 'Giorgio Arlorio']"
A Woman Under the Influence,1974,['John Cassavetes'],['John Cassavetes']
Ali: Fear Eats the Soul,1973,['Rainer Werner Fassbinder'],['Rainer Werner Fassbinder']
