movie_name,movie_yr,movie_directors,movie_writers
Dolphin Tale,2011,['Charles Martin Smith'],"['Karen Janszen', 'Noam Dromi']"
Donovan's Echo,2011,['Jim Cliffe'],"['Jim Cliffe', 'Melodie Krieger']"
Dorfman in Love,2011,['Brad Leong'],['Wendy Kout']
The Double,2011,['Michael Brandt'],"['Michael Brandt', 'Derek Haas']"
Dream House,2011,['Jim Sheridan'],['David Loucka']
Drengen der ikke kunne svømme,2011,['Anders Helde'],['Anders Helde']
Drive,2011,['Nicolas Winding Refn'],"['Hossein Amini', 'James Sallis']"
The Eagle,2011,['Kevin Macdonald'],"['Jeremy Brock', 'Rosemary Sutcliff']"
Eva,2011,['Kiké Maíllo'],"['Sergi Belbel', 'Cristina Clemente']"
Exit Humanity,2011,['John Geddes'],['John Geddes']
Extremely Loud & Incredibly Close,2011,['Stephen Daldry'],"['Eric Roth', 'Jonathan Safran Foer']"
Faces in the Crowd,2011,['Julien Magnat'],"['Julien Magnat', 'Agnès Caffin']"
En terrains connus,2011,['Stéphane Lafleur'],['Stéphane Lafleur']
Fast Five,2011,['Justin Lin'],"['Chris Morgan', 'Gary Scott Thompson']"
Faust,2011,['Aleksandr Sokurov'],"['Yuriy Arabov', 'Aleksandr Sokurov']"
Final Destination 5,2011,['Steven Quale'],"['Eric Heisserer', 'Jeffrey Reddick']"
The Mountain,2011,['Ole Giæver'],['Ole Giæver']
Flypaper,2011,['Rob Minkoff'],"['Jon Lucas', 'Scott Moore']"
Footloose,2011,['Craig Brewer'],"['Dean Pitchford', 'Craig Brewer']"
Footnote,2011,['Joseph Cedar'],['Joseph Cedar']
The Forgiveness of Blood,2011,['Joshua Marston'],"['Joshua Marston', 'Andamion Murataj']"
Found Memories,2011,['Júlia Murat'],"['Maria Clara Escobar', 'Júlia Murat']"
Les hommes libres,2011,['Ismaël Ferroukhi'],"['Ismaël Ferroukhi', 'Alain-Michel Blanc']"
French Immersion,2011,['Kevin Tierney'],"['Jefferson Lewis', 'Kevin Tierney']"
Friends with Benefits,2011,['Will Gluck'],"['Keith Merryman', 'David A. Newman']"
Friends with Kids,2011,['Jennifer Westfeldt'],['Jennifer Westfeldt']
Fright Night,2011,['Craig Gillespie'],"['Marti Noxon', 'Tom Holland']"
From Prada to Nada,2011,['Angel Gracia'],"['Fina Torres', 'Luis Alfaro']"
From Up on Poppy Hill,2011,['Gorô Miyazaki'],"['Tetsurô Sayama', 'Hayao Miyazaki']"
The Future,2011,['Miranda July'],['Miranda July']
Ghost Rider: Spirit of Vengeance,2011,"['Mark Neveldine', 'Brian Taylor']","['Scott M. Gimple', 'Seth Hoffman']"
Girl Walks Into a Bar,2011,['Sebastian Gutierrez'],['Sebastian Gutierrez']
The Girl with the Dragon Tattoo,2011,['David Fincher'],"['Steven Zaillian', 'Stieg Larsson']"
Gnomeo & Juliet,2011,['Kelly Asbury'],"['Rob Sprackling', 'Johnny Smith']"
The Good Doctor,2011,['Lance Daly'],['John Enbom']
Gosick     ,None,"['Aoi Yûki', 'Takuya Eguchi', 'Matt Shipman', 'See full cast & crew']",None
Grave Encounters,2011,"['Colin Minihan', 'Stuart Ortiz', '1 more credit']","['The Vicious Brothers', 'Stuart Ortiz']"
The Green Hornet,2011,['Michel Gondry'],"['Seth Rogen', 'Evan Goldberg']"
Green Lantern,2011,['Martin Campbell'],"['Greg Berlanti', 'Michael Green']"
The Guard,2011,['John Michael McDonagh'],['John Michael McDonagh']
Hall Pass,2011,"['Bobby Farrelly', 'Peter Farrelly']","['Pete Jones', 'Peter Farrelly']"
The Hangover Part II,2011,['Todd Phillips'],"['Craig Mazin', 'Scot Armstrong']"
Hanna,2011,['Joe Wright'],"['Seth Lochhead', 'David Farr']"
Ichimei,2011,['Takashi Miike'],"['Kikumi Yamagishi', 'Yasuhiko Takiguchi']"
Harry Potter and the Deathly Hallows: Part 2,2011,['David Yates'],"['Steve Kloves', 'J.K. Rowling']"
Hasta la Vista,2011,['Geoffrey Enthoven'],"['Pierre De Clercq', 'Asta Philpot']"
Haywire,2011,['Steven Soderbergh'],['Lem Dobbs']
Hodejegerne,2011,['Morten Tyldum'],"['Ulf Ryberg', 'Lars Gudmestad']"
Hell,2011,['Tim Fehlbaum'],"['Tim Fehlbaum', 'Oliver Kahl']"
The Help,2011,['Tate Taylor'],"['Tate Taylor', 'Kathryn Stockett']"
Hesher,2010,['Spencer Susser'],"['Spencer Susser', 'David Michôd']"
Hick,2011,['Derick Martini'],"['Andrea Portes', 'Andrea Portes']"
The Hidden Face,2011,['Andrés Baiz'],"['Andrés Baiz', 'Arturo Infante']"
Higher Ground,2011,['Vera Farmiga'],"['Carolyn S. Briggs', 'Tim Metcalfe']"
Himizu,2011,['Sion Sono'],"['Minoru Furuya', 'Sion Sono']"
Hobo with a Shotgun,2011,['Jason Eisener'],['John Davies']
Hoodwinked Too! Hood vs. Evil,2011,['Mike Disa'],"['Cory Edwards', 'Todd Edwards']"
Hop,2011,['Tim Hill'],"['Cinco Paul', 'Ken Daurio']"
Horrible Bosses,2011,['Seth Gordon'],"['Michael Markowitz', 'John Francis Daley']"
House of Tolerance,2011,['Bertrand Bonello'],['Bertrand Bonello']
Hugo,2011,['Martin Scorsese'],"['John Logan', 'Brian Selznick']"
The Human Centipede II (Full Sequence),2011,['Tom Six'],['Tom Six']
The Hunter,2011,['Daniel Nettheim'],"['Alice Addison', 'Wain Fimeri']"
Hysteria,2011,['Tanya Wexler'],"['Stephen Dyer', 'Jonah Lisa Dyer']"
I Am Nasrine,2012,['Tina Gharavi'],['Tina Gharavi']
I Am Number Four,2011,['D.J. Caruso'],"['Alfred Gough', 'Miles Millar']"
I Don't Know How She Does It,2011,['Douglas McGrath'],"['Aline Brosh McKenna', 'Allison Pearson']"
The Ides of March,2011,['George Clooney'],"['George Clooney', 'Grant Heslov']"
Immortals,2011,['Tarsem Singh'],"['Charley Parlapanides', 'Vlas Parlapanides']"
In Time,2011,['Andrew Niccol'],['Andrew Niccol']
The Inbetweeners Movie,2011,['Ben Palmer'],"['Iain Morris', 'Damon Beesley']"
The Innkeepers,2011,['Ti West'],['Ti West']
Inventory,2011,['Justin Fielding'],"['Justin Fielding', 'Justin Fielding']"
Iris,2011,['Ulrika Bengts'],"['Annina Enckell', 'Mikael Wahlforss']"
The Iron Lady,2011,['Phyllida Lloyd'],['Abi Morgan']
Jack and Jill,2011,['Dennis Dugan'],"['Ben Zook', 'Steve Koren']"
Arme Riddere,2011,['Magnus Martens'],"['Magnus Martens', 'Jo Nesbø']"
Jamie and Jessie Are Not Together,2011,['Wendy Jo Carlton'],['Wendy Jo Carlton']
Jane Eyre,2011,['Cary Joji Fukunaga'],"['Charlotte Brontë', 'Moira Buffini']"
"Jeff, Who Lives at Home",2011,"['Jay Duplass', 'Mark Duplass']","['Jay Duplass', 'Mark Duplass']"
Jin ling shi san chai,2011,['Yimou Zhang'],"['Heng Liu', 'Geling Yan']"
Jiro Dreams of Sushi,2011,['David Gelb'],"['Jiro Ono', 'Yoshikazu Ono', 'Masuhiro Yamamoto']"
Joe + Belle,2011,['Veronica Kedar'],"['Stav J. Davis', 'Veronica Kedar']"
Johnny English Reborn,2011,['Oliver Parker'],"['Hamish McColl', 'William Davies']"
Juan of the Dead,2011,['Alejandro Brugués'],['Alejandro Brugués']
Jumping the Broom,2011,['Salim Akil'],"['Elizabeth Hunter', 'Arlene Gibbs']"
Just Go with It,2011,['Dennis Dugan'],"['Allan Loeb', 'Timothy Dowling']"
Eiga Keion!,2011,['Naoko Yamada'],"['Kakifly', 'Reiko Yoshida']"
Kill List,2011,['Ben Wheatley'],"['Ben Wheatley', 'Amy Jump']"
Killer Elite,2011,['Gary McKendry'],"['Matt Sherring', 'Ranulph Fiennes']"
Kiss Me,2011,['Alexandra-Therese Keining'],"['Alexandra-Therese Keining', 'Josefine Tengblad']"
Kung Fu Panda 2,2011,['Jennifer Yuh Nelson'],"['Jonathan Aibel', 'Glenn Berger']"
L!fe Happens,2011,['Kat Coiro'],"['Kat Coiro', 'Krysten Ritter']"
L'amour dure trois ans,2011,['Frédéric Beigbeder'],"['Frédéric Beigbeder', 'Frédéric Beigbeder']"
L'art d'aimer,2011,['Emmanuel Mouret'],['Emmanuel Mouret']
La Leyenda de la Llorona,2011,['Alberto Rodriguez'],"['Ricardo Arnaiz', 'Omar Mustre']"
Last Call at the Oasis,2011,['Jessica Yu'],"[""Alex Prud'homme"", 'Jessica Yu']"
Last Call at the Oasis,2011,['Jessica Yu'],"[""Alex Prud'homme"", 'Jessica Yu']"
Le chat du rabbin,2011,"['Antoine Delesvaux', 'Joann Sfar']","['Sandrina Jardel', 'Joann Sfar']"
Le Havre,2011,['Aki Kaurismäki'],['Aki Kaurismäki']
Le Skylab,2011,['Julie Delpy'],['Julie Delpy']
Lemonade Mouth,2011,['Patricia Riggen'],"['April Blair', 'Mark Peter Hughes']"
The Lie,2011,['Joshua Leonard'],"['T. Coraghessan Boyle', 'Jeff Feuerzeig']"
Duo ming jin,2011,['Johnnie To'],"['Kin-Yee Au', 'Jeff Cheung']"
Like Crazy,2011,['Drake Doremus'],"['Drake Doremus', 'Ben York Jones']"
Limitless,2011,['Neil Burger'],"['Leslie Dixon', 'Alan Glynn']"
The Lincoln Lawyer,2011,['Brad Furman'],"['John Romano', 'Michael Connelly']"
Little Birds,2011,['Elgin James'],['Elgin James']
The Little Engine That Could,2011,['Elliot M. Bour'],"['David Koepp', 'John Kamps']"
Lloyd the Conqueror,2011,['Michael Peterson'],"['Andrew Herman', 'Michael Peterson']"
The Loneliest Planet,2011,['Julia Loktev'],"['Tom Bissell', 'Mikhail Lermontov']"
Lovely Molly,2011,['Eduardo Sánchez'],"['Jamie Nash', 'Eduardo Sánchez']"
Margaret,2011,['Kenneth Lonergan'],['Kenneth Lonergan']
Margin Call,2011,['J.C. Chandor'],['J.C. Chandor']
Mars Needs Moms,2011,['Simon Wells'],"['Simon Wells', 'Wendy Wells']"
Martha Marcy May Marlene,2011,['Sean Durkin'],['Sean Durkin']
Masks,2011,['Andreas Marschall'],['Andreas Marschall']
Mean Girls 2,2011,['Melanie Mayron'],"['Allison Schroeder', 'Elana Lesser']"
The Mechanic,2011,['Simon West'],"['Richard Wenk', 'Lewis John Carlino']"
Melancholia,2011,['Lars von Trier'],['Lars von Trier']
Michael,2011,"['Markus Schleinzer', 'Kathrin Resetarits']",['Markus Schleinzer']
Midnight in Paris,2011,['Woody Allen'],['Woody Allen']
Mientras duermes,2011,['Jaume Balagueró'],['Alberto Marini']
Mildred Pierce     ,None,"['Kate Winslet', 'Guy Pearce', 'Evan Rachel Wood', 'See full cast & crew']",None
Mission: Impossible - Ghost Protocol,2011,['Brad Bird'],"['Bruce Geller', 'Josh Appelbaum']"
Hara ga kore nande,2011,['Yûya Ishii'],['Yûya Ishii']
Moneyball,2011,['Bennett Miller'],"['Steven Zaillian', 'Aaron Sorkin']"
Monsieur Lazhar,2011,['Philippe Falardeau'],"['Philippe Falardeau', 'Evelyne de la Chenelière']"
Monte Carlo,2011,['Thomas Bezucha'],"['Thomas Bezucha', 'April Blair']"
Moon Point,2011,['Sean Cisterna'],"['Robert Lazar', 'James Luscombe']"
The Moth Diaries,2011,['Mary Harron'],"['Rachel Klein', 'Mary Harron']"
Moy papa Baryshnikov,2011,['Dmitry Povolotsky'],['Dmitry Povolotsky']
Mr. Popper's Penguins,2011,['Mark Waters'],"['Sean Anders', 'John Morris']"
The Muppets,2011,['James Bobin'],"['Jason Segel', 'Nicholas Stoller']"
My Piece of the Pie,2011,['Cédric Klapisch'],['Cédric Klapisch']
My Week with Marilyn,2011,['Simon Curtis'],"['Adrian Hodges', 'Colin Clark']"
New Year's Eve,2011,['Garry Marshall'],['Katherine Fugate']
Nicostratos le pélican,2011,['Olivier Horlait'],"['Eric Boisset', 'Olivier Horlait']"
No One Killed Jessica,2011,['Raj Kumar Gupta'],"['Amitabh Bhattacharya', 'Raj Kumar Gupta']"
No Strings Attached,2011,['Ivan Reitman'],"['Elizabeth Meriwether', 'Michael Samonek']"
October Baby,2011,"['Andrew Erwin', 'Jon Erwin']","['Jon Erwin', 'Theresa Preston']"
Bir Zamanlar Anadolu'da,2011,['Nuri Bilge Ceylan'],"['Ercan Kesal', 'Ebru Ceylan']"
Anaganaga O Dheerudu,2011,['Prakash Kovelamudi'],"['Rahul Koda', 'Prakash Kovelamudi']"
One Day,2011,['Lone Scherfig'],"['David Nicholls', 'David Nicholls']"
The Oranges,2011,['Julian Farino'],"['Ian Helfer', 'Jay Reiss']"
"Oslo, 31. august",2011,['Joachim Trier'],"['Pierre Drieu La Rochelle', 'Joachim Trier']"
Our Idiot Brother,2011,['Jesse Peretz'],"['Jesse Peretz', 'Evgenia Peretz']"
Page One: Inside the New York Times,2011,['Andrew Rossi'],"['Kate Novack', 'Andrew Rossi']"
Parada,2011,['Srdjan Dragojevic'],['Srdjan Dragojevic']
Paranormal Activity 3,2011,"['Henry Joost', 'Ariel Schulman']","['Christopher Landon', 'Oren Peli']"
Pariah,2011,['Dee Rees'],['Dee Rees']
Paul,2011,['Greg Mottola'],"['Simon Pegg', 'Nick Frost']"
"Peace, Love & Misunderstanding",2011,['Bruce Beresford'],"['Christina Mengert', 'Joseph Muszynski']"
The Perfect Family,2011,['Anne Renton'],"['Paula Goldberg', 'Claire V. Riley']"
Perfect Sense,2011,['David Mackenzie'],['Kim Fupz Aakeson']
Phase 7,2010,['Nicolás Goldbart'],['Nicolás Goldbart']
Pirates of the Caribbean: On Stranger Tides,2011,['Rob Marshall'],"['Ted Elliott', 'Terry Rossio']"
Polisse,2011,['Maïwenn'],"['Maïwenn', 'Emmanuelle Bercot']"
Priest,2011,['Scott Stewart'],"['Cory Goodman', 'Min-Woo Hyung']"
Princess and the Pony,2011,['Rachel Lee Goldenberg'],"['Rachel Lee Goldenberg', 'Bill Parker']"
Prom,2011,['Joe Nussbaum'],['Katie Wech']
Puss in Boots,2011,['Chris Miller'],"['Tom Wheeler', 'Brian Lynch']"
Quarantine 2: Terminal,2011,['John Pogue'],"['John Pogue', 'John Erick Dowdle']"
The Raid: Redemption,2011,['Gareth Evans'],['Gareth Evans']
Rango,2011,['Gore Verbinski'],"['John Logan', 'John Logan']"
Real Steel,2011,['Shawn Levy'],"['John Gatins', 'Dan Gilroy']"
Red Riding Hood,2011,['Catherine Hardwicke'],['David Leslie Johnson-McGoldrick']
Red State,2011,['Kevin Smith'],['Kevin Smith']
Restless,2011,['Gus Van Sant'],['Jason Lew']
Rid of Me,2011,['James Westby'],['James Westby']
Rio,2011,['Carlos Saldanha'],"['Carlos Saldanha', 'Earl Richey Jones']"
Rise of the Planet of the Apes,2011,['Rupert Wyatt'],"['Rick Jaffa', 'Amanda Silver']"
The Rite,2011,['Mikael Håfström'],"['Michael Petroni', 'Matt Baglio']"
Roller Town,2011,['Andrew Bush'],"['Andrew Bush', 'Mark Little']"
The Roommate,2011,['Christian E. Christiansen'],['Sonny Mallhi']
Ruggine,2011,['Daniele Gaglianone'],"['Stefano Massaron', 'Daniele Gaglianone']"
The Rum Diary,2011,['Bruce Robinson'],"['Bruce Robinson', 'Hunter S. Thompson']"
Rundskop,2011,['Michaël R. Roskam'],['Michaël R. Roskam']
S.W.A.T.: Firefight,2011,['Benny Boom'],"['Reed Steiner', 'Reed Steiner']"
Salmon Fishing in the Yemen,2011,['Lasse Hallström'],"['Simon Beaufoy', 'Paul Torday']"
Samsara,2011,['Ron Fricke'],"['Ron Fricke', 'Mark Magidson']"
Saving Face,2012,"['Daniel Junge', 'Sharmeen Obaid-Chinoy']","['Sarkar Abbas', 'Mohammad Jawad']"
Scott & Bailey     ,None,"['Sally Wainwright', 'Diane Taylor']","['Suranne Jones', 'Lesley Sharp', 'Tony Mooney']"
Scream 4,2011,['Wes Craven'],['Kevin Williamson']
Shame,2011,['Steve McQueen'],"['Steve McQueen', 'Abi Morgan']"
Apflickorna,2011,['Lisa Aschan'],"['Josefine Adolfsson', 'Lisa Aschan']"
Sherlock Holmes: A Game of Shadows,2011,['Guy Ritchie'],"['Michele Mulroney', 'Kieran Mulroney']"
The Shunning,2011,['Michael Landon Jr.'],"['Chris Easterly', 'Beverly Lewis']"
Silent House,2011,"['Chris Kentis', 'Laura Lau']","['Gustavo Hernández', 'Laura Lau']"
Singham,2011,['Rohit Shetty'],"['Hari', 'Yunus Sajawal']"
The Sitter,2011,['David Gordon Green'],"['Brian Gatewood', 'Alessandro Tanaka']"
La piel que habito,2011,['Pedro Almodóvar'],"['Thierry Jonquet', 'Pedro Almodóvar']"
Sleeping Beauty,2011,['Julia Leigh'],"['Yasunari Kawabata', 'Julia Leigh']"
Schlafkrankheit,2011,['Ulrich Köhler'],['Ulrich Köhler']
Nuit blanche,2011,['Frédéric Jardin'],"['Frédéric Jardin', 'Nicolas Saada']"
The Smurfs,2011,['Raja Gosnell'],"['J. David Stem', 'David N. Weiss']"
Snow Flower and the Secret Fan,2011,['Wayne Wang'],"['Angela Workman', 'Ronald Bass']"
The Sorcerer and the White Snake,2011,['Siu-Tung Ching'],['Tan Cheung']
Soul Surfer,2011,['Sean McNamara'],"['Sean McNamara', 'Deborah Schwartz']"
Sound of My Voice,2011,['Zal Batmanglij'],"['Zal Batmanglij', 'Brit Marling']"
Source Code,2011,['Duncan Jones'],['Ben Ripley']
La source des femmes,2011,['Radu Mihaileanu'],"['Radu Mihaileanu', 'Alain-Michel Blanc']"
Starbuck,2011,['Ken Scott'],"['Ken Scott', 'Martin Petit']"
State of Emergency,2011,['Turner Clay'],['Turner Clay']
Straw Dogs,2011,['Rod Lurie'],"['Rod Lurie', 'David Zelag Goodman']"
Sucker Punch,2011,['Zack Snyder'],"['Zack Snyder', 'Steve Shibuya']"
The Sunset Limited,2011,['Tommy Lee Jones'],"['Cormac McCarthy', 'Cormac McCarthy']"
Super 8,2011,['J.J. Abrams'],['J.J. Abrams']
Take Shelter,2011,['Jeff Nichols'],['Jeff Nichols']
Take This Waltz,2011,['Sarah Polley'],['Sarah Polley']
Teen Spirit,2011,['Gil Junger'],"['David Kendall', 'Kathryn McCullough']"
Terraferma,2011,['Emanuele Crialese'],"['Emanuele Crialese', 'Vittorio Moroni']"
Thespians,2010,['Warren Skeels'],"['Tiffany Gray', 'Kathryn Kuhn', 'Jeremy Michaels']"
The Thing,2011,['Matthijs van Heijningen Jr.'],"['Eric Heisserer', 'John W. Campbell Jr.']"
In film nist,2011,"['Mojtaba Mirtahmasb', 'Jafar Panahi']",['Jafar Panahi']
This Must Be the Place,2011,['Paolo Sorrentino'],"['Paolo Sorrentino', 'Umberto Contarello']"
Thor,2011,['Kenneth Branagh'],"['Ashley Miller', 'Zack Stentz']"
Les trois disparitions de Soad Hosni,2011,['Rania Stephan'],['Rania Stephan']
The Three Musketeers,2011,['Paul W.S. Anderson'],"['Alex Litvak', 'Andrew Davies']"
Tinker Tailor Soldier Spy,2011,['Tomas Alfredson'],"[""Bridget O'Connor"", 'Peter Straughan']"
Tomboy,2011,['Céline Sciamma'],['Céline Sciamma']
Too Big to Fail,2011,['Curtis Hanson'],"['Peter Gould', 'Andrew Ross Sorkin']"
Toutes nos envies,2011,['Philippe Lioret'],"['Emmanuel Carrère', 'Emmanuel Courcol']"
Tower Heist,2011,['Brett Ratner'],"['Adam Cooper', 'Bill Collage']"
Transformers: Dark of the Moon,2011,['Michael Bay'],['Ehren Kruger']
The Tree of Life,2011,['Terrence Malick'],['Terrence Malick']
Trishna,2011,['Michael Winterbottom'],"['Michael Winterbottom', 'Thomas Hardy']"
"Turn Me On, Dammit!",2011,['Jannicke Systad Jacobsen'],"['Jannicke Systad Jacobsen', 'Olaug Nilssen']"
The Twilight Saga: Breaking Dawn - Part 1,2011,['Bill Condon'],"['Melissa Rosenberg', 'Stephenie Meyer']"
Tyrannosaur,2011,['Paddy Considine'],['Paddy Considine']
Union Square,2011,['Nancy Savoca'],"['Nancy Savoca', 'Mary Tobler']"
Unknown,2011,['Jaume Collet-Serra'],"['Oliver Butcher', 'Stephen Cornwell']"
The Unleashed,2011,['Manuel H. Da Silva'],"['Diane Da Silva', 'L.A. Lopes']"
The Intouchables,2011,"['Olivier Nakache', 'Éric Toledano']","['Olivier Nakache', 'Philippe Pozzo di Borgo']"
Violet & Daisy,2011,['Geoffrey Fletcher'],['Geoffrey Fletcher']
W.E.,2011,['Madonna'],"['Madonna', 'Alek Keshishian']"
Wake Wood,2009,['David Keating'],"['Brendan McCarthy', 'Brendan McCarthy']"
War Horse,2011,['Steven Spielberg'],"['Lee Hall', 'Richard Curtis']"
Warrior,2011,"[""Gavin O'Connor""]","[""Gavin O'Connor"", 'Anthony Tambakis']"
Water for Elephants,2011,['Francis Lawrence'],"['Richard LaGravenese', 'Sara Gruen']"
We Bought a Zoo,2011,['Cameron Crowe'],"['Aline Brosh McKenna', 'Cameron Crowe']"
We Have a Pope,2011,['Nanni Moretti'],"['Nanni Moretti', 'Francesco Piccolo']"
We Need to Talk About Kevin,2011,['Lynne Ramsay'],"['Lynne Ramsay', 'Rory Stewart Kinnear']"
Weekend,2011,['Andrew Haigh'],['Andrew Haigh']
What's Your Number?,2011,['Mark Mylod'],"['Karyn Bosnak', 'Gabrielle Allan']"
When Pigs Have Wings,2011,['Sylvain Estibal'],['Sylvain Estibal']
Et maintenant on va où?,2011,['Nadine Labaki'],"['Thomas Bidegain', 'Rodney El Haddad']"
Win Win,2011,['Tom McCarthy'],"['Tom McCarthy', 'Tom McCarthy']"
Winnie the Pooh,2011,"['Stephen J. Anderson', 'Don Hall']","['Stephen J. Anderson', 'Clio Chiang']"
