movie_name,movie_yr,movie_directors,movie_writers
Mud,2012,['Jeff Nichols'],['Jeff Nichols']
My Little Pony: Equestria Girls,2013,"['Jayson Thiessen', 'Noelle Benvenuti']","['Meghan McCarthy', 'Lauren Faust']"
My Mad Fat Diary     ,None,"['Jodie Comer', 'Ciara Baxendale', 'Dan Cohen', 'See full cast & crew']",None
Nashorn im Galopp,2013,['Erik Schmitt'],"['Stephan Müller', 'Erik Schmitt']"
Nazotoki wa dinâ no ato de,2013,['Masato Hijikata'],['Tokuya Higashigawa']
Nebraska,2013,['Alexander Payne'],['Bob Nelson']
Night Train to Lisbon,2013,['Bille August'],"['Greg Latter', 'Ulrich Herrmann']"
Now You See Me,2013,['Louis Leterrier'],"['Ed Solomon', 'Boaz Yakin']"
The Numbers Station,2013,['Kasper Barfoed'],['F. Scott Frazier']
Nymphomaniac: Vol. I,2013,['Lars von Trier'],['Lars von Trier']
Nymphomaniac: Vol. II,2013,['Lars von Trier'],['Lars von Trier']
O Tempo e o Vento,2013,['Jayme Monjardim'],"['Tabajara Ruas', 'Erico Verissimo']"
Oblivion,2013,['Joseph Kosinski'],"['Karl Gajdusek', 'Michael Arndt']"
Odd Thomas,2013,['Stephen Sommers'],"['Stephen Sommers', 'Dean R. Koontz']"
Oldboy,2013,['Spike Lee'],"['Garon Tsuchiya', 'Nobuaki Minegishi']"
Olympus Has Fallen,2013,['Antoine Fuqua'],"['Creighton Rothenberger', 'Katrin Benedikt']"
Lua Phat,2013,['Dustin Nguyen'],['Dustin Nguyen']
Only God Forgives,2013,['Nicolas Winding Refn'],['Nicolas Winding Refn']
Only Lovers Left Alive,2013,['Jim Jarmusch'],"['Jim Jarmusch', 'Marion Bessay']"
Open Road,2013,['Marcio Garcia'],['Julia Camara']
Orphan Black     ,None,"['Kim Coghill', 'Andrew De Angelis', 'Jeff Detsky', '8 more credits']","['Tatiana Maslany', 'Dylan Bruce', 'Jordan Gavaris']"
Out of the Furnace,2013,['Scott Cooper'],"['Brad Ingelsby', 'Scott Cooper']"
Oz the Great and Powerful,2013,['Sam Raimi'],"['Mitchell Kapner', 'David Lindsay-Abaire']"
Pacific Rim,2013,['Guillermo del Toro'],"['Travis Beacham', 'Guillermo del Toro']"
Pain & Gain,2013,['Michael Bay'],"['Christopher Markus', 'Stephen McFeely']"
Palo Alto,2013,['Gia Coppola'],"['Gia Coppola', 'James Franco']"
Parker,2013,['Taylor Hackford'],"['John J. McLaughlin', 'Donald E. Westlake']"
Particle Fever,2013,['Mark Levinson'],"['David Kaplan', 'Fabiola Gianotti', 'Sherwood Boehlert']"
Cold Turkey,2013,['Will Slocombe'],['Will Slocombe']
Sakasama no Patema,2013,['Yasuhiro Yoshiura'],"['Marc Diraison', 'Yasuhiro Yoshiura']"
Peeples,2013,['Tina Gordon'],['Tina Gordon']
Percy Jackson: Sea of Monsters,2013,['Thor Freudenthal'],"['Marc Guggenheim', 'Rick Riordan']"
Adoration,2013,['Anne Fontaine'],"['Anne Fontaine', 'Doris Lessing']"
Philomena,2013,['Stephen Frears'],"['Steve Coogan', 'Jeff Pope']"
The Physician,2013,['Philipp Stölzl'],"['Noah Gordon', 'Jan Berger']"
Planes,2013,['Klay Hall'],"['John Lasseter', 'Klay Hall']"
Plush,2013,['Catherine Hardwicke'],"['Catherine Hardwicke', 'Arty Nelson']"
Pozitia copilului,2013,['Cãlin Peter Netzer'],"['Razvan Radulescu', 'Cãlin Peter Netzer']"
The Pretty One,2013,['Jenée LaMarque'],['Jenée LaMarque']
Prince Avalanche,2013,['David Gordon Green'],"['David Gordon Green', 'Hafsteinn Gunnar Sigurðsson']"
The Princess Twins of Legendale,2013,"['Lalainia Lindbjerg', 'Scott McNeil', 'Nicole Oliver', 'See full cast & crew']",None
Prisoners,2013,['Denis Villeneuve'],['Aaron Guzikowski']
Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari,2013,"['Yukihiro Miyamoto', 'Akiyuki Shinbo']",['Gen Urobuchi']
The Punk Singer,2013,['Sini Anderson'],"['Kathleen Hanna', 'Carrie Brownstein', 'Kim Gordon']"
The Purge,2013,['James DeMonaco'],['James DeMonaco']
R.I.P.D.,2013,['Robert Schwentke'],"['Phil Hay', 'Matt Manfredi']"
The Railway Man,2013,['Jonathan Teplitzky'],"['Frank Cottrell Boyce', 'Andy Paterson']"
Rastres de sàndal,2014,['Maria Ripoll'],"['Asha Miró', 'Anna Soler-Pont']"
RED 2,2013,['Dean Parisot'],"['Jon Hoeber', 'Erich Hoeber']"
Remember Sunday,2013,['Jeff Bleckner'],"['Michael Kase', 'Barry Morrow']"
The Returned,2013,['Manuel Carballo'],"['Hatem Khraiche', 'Hatem Khraiche']"
Rewind,2013,['Jack Bender'],['Justin Marks']
Riddick,2013,['David Twohy'],"['David Twohy', 'Jim Wheat']"
Riley Rewind     ,None,"['Anna Akana', 'Lamar Legend', 'Leanna Spear', 'See full cast & crew']",None
Ronny & i,2013,['Guy Shalem'],"['Guy Shalem', 'Guy Shalem']"
Runner Runner,2013,['Brad Furman'],"['Brian Koppelman', 'David Levien']"
Rush,2013,['Ron Howard'],['Peter Morgan']
RWBY     ,None,['Monty Oum'],"['Lindsay Jones', 'Kara Eberle', 'Barbara Dunkelman']"
Sadako 3D 2,2013,['Tsutomu Hanabusa'],"['Kôji Suzuki', 'Daisuke Hosaka']"
Safe Haven,2013,['Lasse Hallström'],"['Dana Stevens', 'Gage Lansky']"
Saige Paints the Sky,2013,['Vince Marcello'],"[""Jessica O'Toole"", 'Amy Rardin']"
Saving Mr. Banks,2013,['John Lee Hancock'],"['Kelly Marcel', 'Sue Smith']"
The Secret Life of Walter Mitty,2013,['Ben Stiller'],"['Steve Conrad', 'Steve Conrad']"
The Selfish Giant,2013,['Clio Barnard'],"['Clio Barnard', 'Oscar Wilde']"
Sharknado,2013,['Anthony C. Ferrante'],['Thunder Levin']
She Made Them Do It,2013,['Grant Harvey'],['Gary Tieche']
Short Term 12,2013,['Destin Daniel Cretton'],['Destin Daniel Cretton']
Side Effects,2013,['Steven Soderbergh'],['Scott Z. Burns']
The Sisters Plotz     ,None,['Lisa Ferber'],"['Eve Plumb', 'Lisa Hammer', 'Lisa Ferber']"
Skinwalker Ranch,2013,"['Devin McGinn', 'Steve Berg']","['Steve Berg', 'Ken Bretschneider']"
The Smurfs 2,2013,['Raja Gosnell'],"['J. David Stem', 'David N. Weiss']"
Snowpiercer,2013,['Joon-ho Bong'],"['Joon-ho Bong', 'Kelly Masterson']"
Some Girl(s),2013,['Daisy von Scherler Mayer'],"['Neil LaBute', 'Neil LaBute']"
"Like Father, Like Son",2013,['Hirokazu Koreeda'],['Hirokazu Koreeda']
The Spectacular Now,2013,['James Ponsoldt'],"['Scott Neustadter', 'Michael H. Weber']"
Stalingrad,2013,['Fedor Bondarchuk'],"['Sergey Snezhkin', 'Ilya Tilkin']"
Star Trek Into Darkness,2013,['J.J. Abrams'],"['Roberto Orci', 'Alex Kurtzman']"
The Starving Games,2013,"['Jason Friedberg', 'Aaron Seltzer']","['Jason Friedberg', 'Aaron Seltzer']"
Steven Universe     ,None,['Rebecca Sugar'],"['Zach Callison', 'Deedee Magno', 'Michaela Dietz']"
Still Life,2013,['Uberto Pasolini'],['Uberto Pasolini']
Stoker,2013,['Chan-wook Park'],['Wentworth Miller']
Summer League,2013,['Phillip Lybrand'],"['Kelli Horan', 'Kelli Horan']"
Sunshine on Leith,2013,['Dexter Fletcher'],"['Stephen Greenhorn', 'Stephen Greenhorn']"
Suzanne,2013,['Katell Quillévéré'],"['Mariette Désert', 'Katell Quillévéré']"
Svecenikova djeca,2013,['Vinko Bresan'],"['Mate Matisic', 'Mate Matisic']"
The Tale of The Princess Kaguya,2013,['Isao Takahata'],"['Isao Takahata', 'Isao Takahata']"
Tangerines,2013,['Zaza Urushadze'],"['Tatjana Mülbeier', 'Zaza Urushadze']"
Teen Beach Movie,2013,['Jeffrey Hornaday'],"['Vince Marcello', 'Mark Landry']"
Texas Chainsaw 3D,2013,['John Luessenhop'],"['Adam Marcus', 'Debra Sullivan']"
Thanks for Sharing,2012,['Stuart Blumberg'],"['Stuart Blumberg', 'Matt Winston']"
This Is the End,2013,"['Evan Goldberg', 'Seth Rogen']","['Seth Rogen', 'Evan Goldberg']"
Thor: The Dark World,2013,['Alan Taylor'],"['Christopher L. Yost', 'Christopher Markus']"
Tim's Vermeer,2013,['Teller'],"['Penn Jillette', 'Teller']"
El tiempo entre costuras     ,None,"['Adriana Ugarte', 'Hannah New', 'Mari Carmen Sánchez', 'See full cast & crew']",None
The To Do List,2013,['Maggie Carey'],['Maggie Carey']
Touchy Feely,2013,['Lynn Shelton'],['Lynn Shelton']
Tracks,2013,['John Curran'],"['Marion Nelson', 'Robyn Davidson']"
Trance,2013,['Danny Boyle'],"['Joe Ahearne', 'John Hodge']"
Trap for Cinderella,2013,['Iain Softley'],"['Sébastien Japrisot', 'Iain Softley']"
The Truth About Emanuel,2013,['Francesca Gregorini'],"['Francesca Gregorini', 'Sarah Thorp']"
Turbo,2013,['David Soren'],"['Darren Lemke', 'Robert Siegel']"
Uitgesproken,2013,"['Dylan Tonk', 'Lazlo Tonk']","['Dylan Tonk', 'Lazlo Tonk']"
Ummah - Unter Freunden,2013,['Cüneyt Kaya'],['Cüneyt Kaya']
Upstream Color,2013,['Shane Carruth'],['Shane Carruth']
V/H/S/2,2013,"['Simon Barrett', 'Jason Eisener', '5 more credits']","['Simon Barrett', 'Jamie Nash']"
Vai que dá Certo,2013,['Maurício Farias'],"['Maurício Farias', 'Alexandre Morcilo']"
Very Good Girls,2013,['Naomi Foner'],['Naomi Foner']
Vi är bäst!,2013,['Lukas Moodysson'],"['Lukas Moodysson', 'Coco Moodysson']"
Vikings     ,None,['Michael Hirst'],"['Gustaf Skarsgård', 'Katheryn Winnick', 'Alexander Ludwig']"
Vino Veritas,2013,['Sarah Knight'],['David MacGregor']
Viva la libertà,2013,['Roberto Andò'],"['Roberto Andò', 'Roberto Andò']"
The Vivian Maier Mystery,2013,['Jill Nicholls'],None
Vivir es fácil con los ojos cerrados,2013,['David Trueba'],['David Trueba']
Wadjda,2012,['Haifaa Al-Mansour'],['Haifaa Al-Mansour']
Warm Bodies,2013,['Jonathan Levine'],"['Isaac Marion', 'Jonathan Levine']"
Wastelands,2013,['Marco van Bergen'],['Marco van Bergen']
The Way Way Back,2013,"['Nat Faxon', 'Jim Rash']","['Nat Faxon', 'Jim Rash']"
We Are What We Are,2013,['Jim Mickle'],"['Nick Damici', 'Jim Mickle']"
We're the Millers,2013,['Rawson Marshall Thurber'],"['Bob Fisher', 'Steve Faber']"
Welcome to the Punch,2013,['Eran Creevy'],['Eran Creevy']
Feuchtgebiete,2013,['David Wnendt'],"['Claus Falkenberg', 'David Wnendt']"
What If,2013,['Michael Dowse'],"['Elan Mastai', 'T.J. Dawe']"
White Bear     ,None,['Carl Tibbetts'],"['Charlie Brooker', 'Charlie Brooker']"
White House Down,2013,['Roland Emmerich'],['James Vanderbilt']
White Lies,2013,['Dana Rotberg'],"['Dana Rotberg', 'Witi Ihimaera']"
The Wine of Summer,2013,['Maria Matteoli'],['Maria Matteoli']
Witching and Bitching,2013,['Álex de la Iglesia'],"['Jorge Guerricaechevarría', 'Álex de la Iglesia']"
The Wolf of Wall Street,2013,['Martin Scorsese'],"['Terence Winter', 'Jordan Belfort']"
The Wolverine,2013,['James Mangold'],"['Mark Bomback', 'Scott Frank']"
Words and Pictures,2013,['Fred Schepisi'],['Gerald Di Pego']
World War Z,2013,['Marc Forster'],"['Matthew Michael Carnahan', 'Drew Goddard']"
The World's End,2013,['Edgar Wright'],"['Simon Pegg', 'Edgar Wright']"
Wrong Cops,2013,['Quentin Dupieux'],['Quentin Dupieux']
Journey to the West,2013,"['Stephen Chow', 'Chi-kin Kwok']","['Stephen Chow', 'Chi-kin Kwok']"
Yip Man: Jung gik yat jin,2013,['Herman Yau'],['Erica Lee']
The Young and Prodigious T.S. Spivet,2013,['Jean-Pierre Jeunet'],"['Jean-Pierre Jeunet', 'Guillaume Laurant']"
Di Renjie: Shen du long wang,2013,['Hark Tsui'],"['Chia-Lu Chang', 'Kuo-Fu Chen']"
The Zero Theorem,2013,['Terry Gilliam'],"['Pat Rushin', 'Terry Gilliam']"
Zipi y Zape y el club de la canica,2013,['Oskar Santos'],"['Jorge Lara', 'Oskar Santos']"
Zombie Hunter,2013,['K. King'],"['K. King', 'Kurt Knight']"
"Zoran, il mio nipote scemo",2013,['Matteo Oleotto'],"['Daniela Gambaro', 'Matteo Oleotto']"
A Pact,2013,['Denis Dercourt'],['Denis Dercourt']
2 Coelhos,2012,['Afonso Poyart'],['Afonso Poyart']
2 Days in New York,2012,['Julie Delpy'],"['Julie Delpy', 'Alexia Landeau']"
21 Jump Street,2012,"['Phil Lord', 'Christopher Miller']","['Michael Bacall', 'Michael Bacall']"
The Great Halloween Puppy Adventure,2012,['David DeCoteau'],['Andrew Helm']
A Late Quartet,2012,['Yaron Zilberman'],"['Seth Grossman', 'Yaron Zilberman']"
A Royal Affair,2012,['Nikolaj Arcel'],"['Bodil Steensen-Leth', 'Rasmus Heisterberg']"
A Thousand Words,2012,['Brian Robbins'],['Steve Koren']
About Cherry,2012,['Stephen Elliott'],"['Stephen Elliott', 'Lorelei Lee']"
Abraham Lincoln: Vampire Hunter,2012,['Timur Bekmambetov'],"['Seth Grahame-Smith', 'Seth Grahame-Smith']"
Act of Valor,2012,"['Mike McCoy', 'Scott Waugh']",['Kurt Johnstad']
Here Comes the Devil,2012,['Adrián García Bogliano'],['Adrián García Bogliano']
Alì ha gli occhi azzurri,2012,['Claudio Giovannesi'],"['Francesco Apice', 'Claudio Giovannesi']"
Alien Tornado,2012,['Jeff Burr'],['Paul A. Birkett']
All I Want Is Everything,2012,['Shital Morjaria'],"['Shital Morjaria', 'Shital Morjaria']"
The Amazing Spider-Man,2012,['Marc Webb'],"['James Vanderbilt', 'Alvin Sargent']"
American Mary,2012,"['Jen Soska', 'Sylvia Soska']","['Jen Soska', 'Sylvia Soska']"
American Warships,2012,['Thunder Levin'],['Thunder Levin']
Amour,2012,['Michael Haneke'],['Michael Haneke']
The Angels' Share,2012,['Ken Loach'],['Paul Laverty']
Anna Karenina,2012,['Joe Wright'],"['Tom Stoppard', 'Leo Tolstoy']"
Any Questions for Ben?,2012,['Rob Sitch'],"['Santo Cilauro', 'Tom Gleisner']"
Arachnoquake,2012,['Griff Furst'],"['Eric Forsberg', 'Paul A. Birkett']"
Arbitrage,2012,['Nicholas Jarecki'],['Nicholas Jarecki']
Argo,2012,['Ben Affleck'],"['Chris Terrio', 'Tony Mendez']"
As High as the Sky,2012,['Nikki Braendlin'],['Nikki Braendlin']
Astérix and Obélix: God Save Britannia,2012,['Laurent Tirard'],"['René Goscinny', 'Laurent Tirard']"
Attack of the 50 Foot Cheerleader,2012,"[""Kevin O'Neill""]",['Mike MacLean']
Augustine,2012,['Alice Winocour'],['Alice Winocour']
Aurora,2012,['Kristina Buozyte'],"['Kristina Buozyte', 'Bruno Samper']"
The Avengers,2012,['Joss Whedon'],"['Joss Whedon', 'Zak Penn']"
Bachelorette,2012,['Leslye Headland'],"['Leslye Headland', 'Leslye Headland']"
Bad Parents,2012,['Caytha Jentis'],['Caytha Jentis']
Barbara,2012,['Christian Petzold'],"['Christian Petzold', 'Harun Farocki']"
Barfi!,2012,"['Anurag Basu', 'Sunil Subramani']","['Anurag Basu', 'Tani Basu']"
"Batman: The Dark Knight Returns, Part 1",2012,['Jay Oliva'],"['Bob Kane', 'Frank Miller']"
Battleship,2012,['Peter Berg'],"['Jon Hoeber', 'Erich Hoeber']"
The Bay,2012,['Barry Levinson'],"['Michael Wallach', 'Barry Levinson']"
BearCity 2: The Proposal,2012,['Douglas Langway'],['Douglas Langway']
Beasts of the Southern Wild,2012,['Benh Zeitlin'],"['Lucy Alibar', 'Benh Zeitlin']"
Being Flynn,2012,['Paul Weitz'],"['Paul Weitz', 'Nick Flynn']"
Berberian Sound Studio,2012,['Peter Strickland'],['Peter Strickland']
Best Man Down,2012,['Ted Koland'],['Ted Koland']
Beyond the Hills,2012,['Cristian Mungiu'],"['Cristian Mungiu', 'Tatiana Niculescu-Bran']"
Big Miracle,2012,['Ken Kwapis'],"['Jack Amiel', 'Michael Begler']"
Bikini Spring Break,2012,['Jared Cohn'],"['Jared Cohn', 'Naomi L. Selfman']"
Bindlestiffs,2012,['Andrew Edison'],"['Andrew Edison', 'Andrew Edison']"
Bitchkram,2012,['Andreas Öhman'],"['Jonathan Sjöberg', 'Andreas Öhman']"
Black Rock,2012,['Katie Aselton'],"['Mark Duplass', 'Katie Aselton']"
The Bletchley Circle     ,None,"['Rachael Stirling', 'Julie Graham', 'Sophie Rundle', 'See full cast & crew']",None
Blood Fare,2012,['J.A. Steel'],"['Christian K. Koch', 'J.A. Steel']"
Blue Lagoon: The Awakening,2012,['Mikael Salomon'],"['Henry De Vere Stacpoole', 'Matt Heller']"
Blue Like Jazz,2012,['Steve Taylor'],"['Donald Miller', 'Donald Miller']"
The Body,2012,['Oriol Paulo'],"['Oriol Paulo', 'Lara Sendim']"
The Bourne Legacy,2012,['Tony Gilroy'],"['Tony Gilroy', 'Dan Gilroy']"
The Brass Teapot,2012,['Ramaa Mosley'],"['Tim Macy', 'Ramaa Mosley']"
Brave,2012,"['Mark Andrews', 'Brenda Chapman', '1 more credit']","['Brenda Chapman', 'Mark Andrews']"
The Broken Circle Breakdown,2012,['Felix van Groeningen'],"['Johan Heldenbergh', 'Mieke Dobbels']"
Bullet to the Head,2012,['Walter Hill'],"['Alessandro Camon', 'Alexis Nolent']"
Byzantium,2012,['Neil Jordan'],"['Moira Buffini', 'Moira Buffini']"
Call Girl,2012,['Mikael Marcimain'],['Marietta von Hausswolff von Baumgarten']
Call Me Kuchu,2012,"['Katherine Fairfax Wright', 'Malika Zouhali-Worrall']","['Katherine Fairfax Wright', 'Malika Zouhali-Worrall']"
The Campaign,2012,['Jay Roach'],"['Chris Henchy', 'Shawn Harwell']"
Celeste & Jesse Forever,2012,['Lee Toland Krieger'],"['Rashida Jones', 'Will McCormack']"
Cheesecake Casserole,2012,['Renji Philip'],"['Meghan Gambling', 'Renji Philip']"
Chernobyl Diaries,2012,['Bradley Parker'],"['Oren Peli', 'Carey Van Dyke']"
Chronicle,2012,['Josh Trank'],"['Max Landis', 'Max Landis']"
Cigarette Ki Tarah,2012,['Akashaditya Lama'],"['Pradeep Atluri', 'Bobby Khan']"
Citadel,2012,['Ciarán Foy'],['Ciarán Foy']
The Citizen,2012,['Sam Kadi'],"['Jazmen Darnell Brown', 'Sam Kadi']"
Cloud Atlas,2012,"['Tom Tykwer', 'Lana Wachowski', '1 more credit']","['David Mitchell', 'Lana Wachowski']"
Cockneys vs Zombies,2012,['Matthias Hoene'],"['Matthias Hoene', 'James Moran']"
Cocktail,2012,['Homi Adajania'],"['Imtiaz Ali', 'Sajid Ali']"
Comes a Bright Day,2012,['Simon Aboud'],['Simon Aboud']
The Company You Keep,2012,['Robert Redford'],"['Lem Dobbs', 'Neil Gordon']"
Compliance,2012,['Craig Zobel'],['Craig Zobel']
Contraband,2012,['Baltasar Kormákur'],"['Aaron Guzikowski', 'Arnaldur Indriðason']"
Cosmopolis,2012,['David Cronenberg'],"['David Cronenberg', 'Don DeLillo']"
Croczilla,2012,['Lisheng Lin'],['Lisheng Lin']
Cybergeddon     ,None,['Anthony E. Zuiker'],"['Missy Peregrym', 'Elias Edraki', 'Kick Gurry']"
Dabangg 2,2012,['Arbaaz Khan'],['Dilip Shukla']
The Dark Knight Rises,2012,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan']"
Dark Shadows,2012,['Tim Burton'],"['Seth Grahame-Smith', 'John August']"
Das Leben ist nichts für Feiglinge,2012,['André Erkau'],"['Gernot Gricksch', 'Gernot Gricksch']"
Das Wochenende,2012,['Nina Grosse'],"['Nina Grosse', 'Bernhard Schlink']"
Dead Man's Burden,2012,['Jared Moshe'],['Jared Moshe']
Decay,2012,"['Luke Thompson', 'Michael Mazur']","['Luke Thompson', 'Luke Thompson']"
Den skaldede frisør,2012,['Susanne Bier'],"['Anders Thomas Jensen', 'Susanne Bier']"
Después de Lucía,2012,['Michel Franco'],['Michel Franco']
The Devil Inside,2012,['William Brent Bell'],"['William Brent Bell', 'Matthew Peterman']"
The Devil's Carnival,2012,['Darren Lynn Bousman'],['Terrance Zdunich']
The Dictator,2012,['Larry Charles'],"['Sacha Baron Cohen', 'Alec Berg']"
Die Wand,2012,['Julian Pölsler'],"['Marlen Haushofer', 'Julian Pölsler']"
Django Unchained,2012,['Quentin Tarantino'],['Quentin Tarantino']
The Door,2012,['István Szabó'],"['Magda Szabó', 'István Szabó']"
Dredd,2012,['Pete Travis'],"['John Wagner', 'Carlos Ezquerra']"
Eega,2012,"['S.S. Rajamouli', 'J.V.V. Sathyanarayana']","['Ashwin Gangaraju', 'S.S. Kanchi']"
Electrick Children,2012,['Rebecca Thomas'],['Rebecca Thomas']
